CD,NM,ROE,PER,PBR,PROFIT,INCOME,FRGN_RT,END_PRC,VOL,REMAIN_BUY,REMAIN_SELL,REMAIN_BUY_AMOUNT,PRC_AVG_5,VOL_AVG_5,PRC_AVG_10,VOL_AVG_10,PRC_MEDIAN_x,VOL_MEDIAN_x,REMAIN_DEAL,PRC_MEDIAN,VOL_MEDIAN,LAST_FRGN_RT,LAST_END_PRC,LAST_PRC_AVG_5,LAST_PRC_AVG_10,VS_START_PRC,VS_HIGH_PRC,VS_HIGHEST_PRC,VS_LOW_PRC,VS_LOWEST_PRC,LAST_VOL,LAST_REMAIN_DEAL,RISING_ROE,ROE_AVG,RISING_PROFIT,RISING_FRGN_RT,RISING_REMAIN_DEAL,PRC_BASE,VOL_BASE,REMAIN_GAP_BUY_BASE
A078930,GS,"[6.26, -2.81, 15.54]","[8.98, -14.65, 2.56]","[0.55, 0.43, 0.36]","[20331, 9206, 26403]","[6689, -1878, 16147]","[19.11, 19.1, 19.1, 19.09, 19.17]","[44700, 44800, 44600, 43150, 43300]","[245970, 206847, 208539, 369885, 146260]","[5314, 7871, 5604, 27449, 9148]","[91128, 41243, 41105, 16046, 18856]","[-1658.0, -1011.0, -579.0, 247.0, -116.0]","[43620, 43990, 44390, 44240, 44110]","[338455, 290778, 285761, 275751, 235786]","[42310, 42775, 43185, 43450, 43700]","[301500, 313072, 319229, 339549, 338182]","[42775, 43000, 43475, 43525, 43600]","[239941, 240010, 240010, 296347, 296347]","[-1658.0, -1011.0, -579.0, 247.0, -116.0]",42775,239941,19.09,44250,43950,44095,99.32,100.68,99.21,83.62,113.67,170655,180.0,N,6.33,N,N,N,N,N,Y
A016385,KG동부제철우,"[-7.44, 7.18, 17.99]","[-8.37, 17.37, 5.55]","[0.88, 1.19, 0.92]","[346, 1108, 2969]","[-335, 669, 1907]","[0.0, 0.0, 0.0]","[110000, 106500, 340000]","[63, 49, 43072]","[26, 33, 164]","[599, 210, 317]","[-44.0, -10.0, 0.0]","[109500, 108800, 331900]","[79, 70, 17275]","[108000, 108500, 230300]","[100, 92, 9186]","[109000, 109000, 205750]","[78, 58, 2668]","[-44.0, -10.0, 0.0]",109000,78,0.0,340000,331900,230300,111.76,125.0,88.53,26.79,115.44,43072,0.0,Y,5.91,Y,Y,Y,N,Y,N
A016380,KG동부제철,"[-7.44, 7.18, 17.99]","[-8.37, 17.37, 5.55]","[0.88, 1.19, 0.92]","[346, 1108, 2969]","[-335, 669, 1907]","[1.0, 1.0, 0.98, 1.07, 0.63]","[11100, 11050, 12600, 16350, 15750]","[110424, 150223, 837117, 28916095, 31769751]","[58581, 57109, 44077, 58544, 190117]","[142657, 138035, 27122, 88530, 80912]","[-40.0, 166.0, 216.0, -866.0, 1204.0]","[11140, 11120, 11410, 12430, 13370]","[141152, 141858, 283594, 6102124, 12538148]","[11240, 11215, 11300, 11805, 12265]","[292138, 285095, 258297, 3140158, 6348798]","[11175, 11150, 11150, 11150, 11175]","[180084, 157586, 157586, 157586, 157586]","[-40.0, 166.0, 216.0, -866.0, 1204.0]",11175,180084,0.62,17200,16860,14645,99.71,107.56,97.38,53.49,146.22,9849211,1826.0,Y,5.91,Y,N,N,N,Y,Y
A001390,KG케미칼,"[32.69, 11.94, 17.39]","[1.59, 7.19, 5.71]","[0.45, 0.81, 0.9]","[1180, 2430, 4672]","[2193, 1547, 2820]","[3.25, 3.27, 3.25, 3.13, 3.11]","[30700, 30550, 41200, 36800, 41500]","[64654, 37164, 16104855, 3693662, 8496967]","[13788, 12415, 6038, 41939, 32159]","[6453, 8811, 9208, 5142, 22054]","[96.0, 85.0, -6.0, 823.0, 414.0]","[30880, 30840, 34700, 35790, 37950]","[113115, 87869, 3377462, 4141041, 5838160]","[30625, 30670, 32740, 33360, 34415]","[116209, 107620, 1747632, 2132790, 2975760]","[30650, 30650, 30850, 31100, 31300]","[116901, 95177, 116901, 137782, 159200]","[96.0, 85.0, -6.0, 823.0, 414.0]",30650,116901,2.97,42100,41580,38140,99.41,102.38,99.29,59.03,117.22,412171,666.0,N,20.67,Y,N,N,N,Y,Y
A051905,LG생활건강우,"[20.32, 17.92, 16.65]","[28.71, 35.99, 23.01]","[5.1, 5.71, 3.41]","[11764, 12209, 12896]","[7882, 8131, 8611]","[83.5, 83.48, 83.49, 83.46, 83.44]","[515000, 516000, 510000, 505000, 504000]","[3708, 2973, 3452, 2356, 2508]","[458, 404, 357, 631, 538]","[592, 835, 608, 475, 327]","[-147.0, -268.0, -135.0, 118.0, 121.0]","[511600, 511800, 512000, 511600, 510000]","[4335, 4176, 3998, 3946, 3001]","[513500, 513400, 513000, 512000, 510200]","[4147, 3897, 3588, 3628, 3606]","[514500, 514500, 513500, 511000, 509500]","[3740, 3402, 3272, 3273, 3273]","[-147.0, -268.0, -135.0, 118.0, 121.0]",514500,3740,83.28,494000,499100,505350,100.1,100.51,99.49,96.36,163.36,2845,-76.0,N,18.3,Y,N,N,Y,N,N
A051900,LG생활건강,"[20.32, 17.92, 16.65]","[28.71, 35.99, 23.01]","[5.1, 5.71, 3.41]","[11764, 12209, 12896]","[7882, 8131, 8611]","[40.77, 40.73, 40.73, 40.72, 40.67]","[904000, 909000, 895000, 865000, 868000]","[45033, 51380, 38001, 54483, 42117]","[2873, 2365, 3325, 4629, 2346]","[3394, 1930, 2158, 3124, 2446]","[-1498.0, 413.0, 967.0, 1686.0, -1139.0]","[876000, 886000, 892400, 893800, 888200]","[54320, 53487, 53778, 55061, 46440]","[867500, 871800, 875100, 875100, 875200]","[53704, 52695, 52100, 54095, 54982]","[864000, 864000, 866000, 866000, 866500]","[46646, 46683, 46683, 50014, 50014]","[-1498.0, 413.0, 967.0, 1686.0, -1139.0]",864000,46646,40.56,894000,883000,888400,99.44,100.11,98.55,92.28,199.55,42415,1576.0,N,18.3,Y,N,N,N,N,Y
A011070,LG이노텍,"[4.73, 10.2, 30.94]","[32.39, 18.29, 9.7]","[1.5, 1.78, 2.6]","[4764, 6810, 12642]","[1023, 2361, 8883]","[26.24, 26.17, 25.71, 25.74, 25.76]","[385000, 378000, 374500, 376500, 381500]","[136162, 383296, 192004, 365063, 236484]","[25775, 24330, 27932, 19906, 7338]","[10542, 9927, 7351, 11281, 21176]","[2422.0, 3792.0, 3472.0, 2292.0, -2342.0]","[387000, 384300, 381800, 379700, 379100]","[257781, 249024, 228304, 259105, 264909]","[394500, 391150, 388750, 385800, 383650]","[300207, 302927, 276187, 283872, 287939]","[391250, 389000, 387000, 386000, 384750]","[294495, 294495, 252001, 255915, 267446]","[2422.0, 3792.0, 3472.0, 2292.0, -2342.0]",391250,294495,25.69,399000,378400,379050,95.49,101.5,94.36,45.36,103.88,896112,1350.0,Y,15.29,Y,N,N,N,Y,Y
A051915,LG화학우,"[1.84, 2.93, 18.47]","[79.31, 125.83, 13.12]","[1.43, 3.55, 2.21]","[8254, 18054, 50255]","[3761, 6824, 39539]","[71.64, 71.58, 71.57, 71.57, 71.52]","[266000, 264500, 267500, 256500, 262000]","[12723, 19065, 7229, 11850, 7609]","[2200, 1284, 158, 1571, 619]","[612, 1173, 1316, 328, 895]","[370.0, -9.0, -308.0, 270.0, -59.0]","[269800, 268800, 268700, 265400, 263300]","[15829, 15746, 14657, 14508, 12437]","[266000, 267250, 268100, 267000, 266750]","[17549, 17356, 16444, 15557, 13981]","[267750, 267750, 267750, 267750, 267750]","[17212, 17212, 17076, 14457, 12757]","[370.0, -9.0, -308.0, 270.0, -59.0]",267750,17212,71.54,265000,261900,263650,99.43,102.26,97.55,90.38,171.7,20884,102.0,Y,7.75,Y,N,N,Y,Y,Y
A051910,LG화학,"[1.84, 2.93, 18.47]","[79.31, 125.83, 13.12]","[1.43, 3.55, 2.21]","[8254, 18054, 50255]","[3761, 6824, 39539]","[48.48, 48.49, 48.55, 48.56, 48.58]","[526000, 540000, 530000, 518000, 525000]","[95711, 225306, 124651, 195529, 128128]","[11862, 10899, 14190, 20279, 11011]","[14537, 27360, 10544, 11202, 10772]","[-1795.0, -1476.0, 2038.0, 1595.0, 1057.0]","[525800, 529200, 530200, 527400, 527800]","[156940, 173083, 162922, 168188, 154233]","[520900, 525700, 527900, 526600, 526500]","[234746, 235007, 216774, 184011, 164667]","[524000, 525500, 526000, 525500, 525000]","[192629, 192629, 181176, 181176, 172723]","[-1795.0, -1476.0, 2038.0, 1595.0, 1057.0]",524000,192629,48.59,514000,514400,520900,99.22,100.97,99.22,85.02,187.74,126678,5284.0,Y,7.75,Y,Y,N,Y,N,Y
A001120,LX인터내셔널,"[2.48, 23.71, 22.49]","[20.41, 3.22, 2.93]","[0.5, 0.66, 0.54]","[1348, 1598, 6562]","[-149, 3616, 5403]","[25.38, 25.36, 25.51, 25.72, 25.69]","[34300, 34300, 35300, 33950, 34200]","[207194, 203514, 754533, 413440, 232856]","[24119, 15412, 23298, 20153, 12692]","[12274, 18371, 20174, 8507, 16955]","[533.0, -111.0, 122.0, 542.0, 10.0]","[34220, 34300, 34630, 34530, 34410]","[471440, 370017, 452044, 407034, 364262]","[34125, 34190, 34305, 34270, 34310]","[555091, 421372, 432337, 437476, 433400]","[34200, 34275, 34300, 34275, 34275]","[408136, 365127, 365127, 388061, 389052]","[533.0, -111.0, 122.0, 542.0, 10.0]",34200,408136,25.17,36850,35420,34975,95.52,101.09,95.25,60.52,103.53,868540,-448.0,N,16.23,Y,N,N,N,Y,N
A035420,NAVER,"[10.56, 15.21, 106.72]","[52.72, 47.97, 3.77]","[4.67, 5.85, 2.4]","[11550, 12153, 13255]","[3968, 8450, 164776]","[54.64, 54.63, 54.7, 54.62, 54.62]","[338000, 342500, 330000, 321000, 316500]","[283201, 388082, 640819, 491219, 622895]","[31135, 30865, 52621, 46705, 53902]","[31335, 62102, 22583, 48962, 20940]","[268.0, -7158.0, 6909.0, 12035.0, 4731.0]","[337400, 339100, 337300, 333400, 329600]","[387078, 400038, 437701, 451809, 487387]","[337650, 337950, 336400, 334500, 332850]","[418518, 427249, 441027, 437986, 444571]","[338500, 338500, 336750, 334750, 334750]","[437025, 437025, 437025, 437025, 437025]","[268.0, -7158.0, 6909.0, 12035.0, 4731.0]",338500,437025,54.42,313000,312300,322850,99.52,100.8,98.56,94.89,148.56,459085,8171.0,Y,44.16,Y,N,N,Y,Y,Y
A008260,NI스틸,"[5.91, 10.45, 16.75]","[9.85, 6.05, 4.38]","[0.57, 0.6, 0.68]","[121, 186, 312]","[64, 121, 221]","[5.42, 5.4, 5.46, 5.52, 5.57]","[5160, 5230, 5210, 5010, 5190]","[122319, 149803, 206471, 135677, 175056]","[11212, 35447, 19208, 41131, 24152]","[28868, 50168, 29379, 13119, 37926]","[-52.0, -58.0, -28.0, 121.0, -66.0]","[5120, 5154, 5182, 5152, 5160]","[158071, 149939, 159698, 146352, 160589]","[5090, 5113, 5117, 5122, 5133]","[845220, 830201, 416780, 386649, 205872]","[5085, 5120, 5120, 5120, 5155]","[253821, 199057, 199057, 178160, 169850]","[-52.0, -58.0, -28.0, 121.0, -66.0]",5085,253821,5.79,5280,5174,5163,97.73,101.52,96.97,56.06,125.95,371187,-68.0,Y,11.04,Y,N,N,N,Y,N
A010060,OCI,"[-26.2, -9.89, 23.93]","[-1.88, -9.01, 3.83]","[0.57, 0.94, 0.81]","[-1806, -861, 6260]","[-8074, -2512, 6521]","[14.09, 14.06, 14.08, 14.18, 14.29]","[106000, 107000, 106000, 103500, 107000]","[117836, 161938, 135666, 209216, 152655]","[47320, 32443, 42854, 47966, 28984]","[57059, 72281, 48910, 21295, 48271]","[-804.0, -1615.0, 960.0, 1689.0, -1306.0]","[104900, 105400, 105800, 105500, 105900]","[199490, 167506, 158255, 160456, 156244]","[107550, 107100, 106700, 105550, 105350]","[278876, 281477, 275764, 229331, 201783]","[105750, 105750, 105750, 105250, 105250]","[196276, 196276, 190839, 190839, 178694]","[-804.0, -1615.0, 960.0, 1689.0, -1306.0]",105750,196276,14.52,107000,106800,106150,100.0,100.47,98.13,78.6,157.94,188319,445.0,Y,-4.05,Y,N,N,N,N,Y
A010955,S-Oil우,"[1.01, -13.07, 21.76]","[169.84, -10.14, 7.25]","[1.71, 1.42, 1.43]","[4201, -10991, 21409]","[654, -7961, 13785]","[14.41, 14.44, 14.43, 14.44, 14.44]","[57900, 58000, 58400, 57300, 58300]","[28068, 11816, 10261, 10979, 10266]","[3097, 2457, 2189, 2240, 1197]","[5114, 3426, 3668, 2121, 2398]","[-100.0, -14.0, -141.0, 33.0, -70.0]","[56540, 56880, 57360, 57660, 57980]","[20567, 20085, 16169, 15624, 14301]","[55430, 55830, 56330, 56670, 57070]","[16723, 17392, 16910, 17397, 17747]","[55900, 56000, 56150, 56500, 57000]","[14671, 14671, 14007, 14007, 14007]","[-100.0, -14.0, -141.0, 33.0, -70.0]",55900,14671,14.6,60300,59300,58480,100.17,100.66,99.0,74.71,109.78,11882,-108.0,N,3.23,N,N,N,N,N,N
A010950,S-Oil,"[1.01, -13.07, 21.76]","[169.84, -10.14, 7.25]","[1.71, 1.42, 1.43]","[4201, -10991, 21409]","[654, -7961, 13785]","[78.89, 79.02, 79.06, 79.13, 79.18]","[101000, 99900, 100000, 97500, 99000]","[457930, 228126, 318137, 349073, 223022]","[9595, 14101, 12296, 21375, 7769]","[109518, 88193, 71975, 14728, 17435]","[-7267.0, -3324.0, -4052.0, 884.0, 72.0]","[98120, 98540, 99180, 99340, 99480]","[590779, 487438, 480986, 405465, 315604]","[95010, 96060, 97120, 97810, 98490]","[579461, 570620, 560810, 543673, 519269]","[96750, 97300, 97850, 97850, 98100]","[494194, 494194, 494194, 463060, 404588]","[-7267.0, -3324.0, -4052.0, 884.0, 72.0]",96750,494194,79.46,106000,102600,100970,97.64,101.89,96.7,72.83,110.85,718941,-1652.0,N,3.23,N,Y,N,N,Y,N
A950110,SBI핀테크솔루션즈,"[30.05, 22.11, 17.22]","[33.78, 18.41, 28.14]","[7.95, 3.45, 4.64]","[141, 121, 151]","[94, 93, 79]","[80.14, 80.14, 80.13, 80.13, 80.11]","[6650, 6710, 6520, 6430, 6360]","[32582, 18954, 23068, 20504, 13036]","[2702, 3225, 4320, 3326, 2251]","[5918, 6546, 3125, 6684, 2378]","[-30.0, -3.0, 14.0, -37.0, 7.0]","[6946, 6844, 6726, 6594, 6534]","[36006, 36689, 37975, 37815, 21649]","[6989, 6951, 6897, 6843, 6778]","[22862, 24143, 25620, 26441, 26641]","[7045, 7020, 6990, 6860, 6685]","[13965, 16137, 17797, 19729, 19729]","[-30.0, -3.0, 14.0, -37.0, 7.0]",7045,13965,80.09,6050,6164,6379,102.48,102.48,100.0,99.67,171.9,8517,-43.0,N,23.13,N,N,N,Y,N,N
A001770,SHD,"[2.83, 1.42, 15.4]","[27.05, 50.68, 6.28]","[0.76, 0.72, 0.9]","[10, 2, 57]","[10, 5, 58]","[2.16, 2.2, 2.02, 1.84, 1.65]","[34100, 34000, 34000, 33850, 32700]","[25085, 10561, 6859, 5476, 4524]","[915, 127, 70, 314, 1142]","[1646, 622, 911, 1766, 1252]","[-4.0, 3.0, -3.0, -33.0, -2.0]","[32350, 32810, 33340, 33800, 33730]","[15395, 15179, 14856, 13460, 10530]","[32235, 32380, 32485, 32645, 32760]","[14430, 13779, 12443, 12005, 11315]","[31975, 31975, 31975, 32375, 32875]","[12075, 11571, 11037, 11037, 9615]","[-4.0, 3.0, -3.0, -33.0, -2.0]",31975,12075,1.74,33500,32660,33230,99.7,100.15,98.66,67.61,128.36,7584,-7.0,N,6.55,N,N,N,N,N,N
A009160,SIMPAC,"[2.17, 7.54, 17.97]","[20.31, 4.73, 4.62]","[0.4, 0.31, 0.66]","[111, 78, 1064]","[95, 341, 908]","[7.42, 7.5, 7.63, 7.73, 7.72]","[8360, 8600, 8680, 8700, 9090]","[306521, 539222, 366975, 336361, 886275]","[5979, 15371, 17731, 11713, 27741]","[37630, 61694, 10291, 7392, 42162]","[-157.0, -392.0, -30.0, 19.0, 48.0]","[8242, 8322, 8418, 8516, 8686]","[169679, 253284, 290858, 340032, 488169]","[8263, 8311, 8352, 8378, 8457]","[199465, 239340, 257265, 244189, 309634]","[8255, 8280, 8295, 8295, 8325]","[163844, 185984, 206961, 206961, 244281]","[-157.0, -392.0, -30.0, 19.0, 48.0]",8255,163844,7.77,9200,9122,8819,101.09,101.09,99.02,38.97,107.28,191793,-10.0,Y,9.23,N,N,N,N,Y,N
A210980,SK디앤디,"[12.66, 14.88, 22.91]","[12.31, 14.52, 5.76]","[1.53, 1.99, 1.2]","[823, 1398, 1294]","[449, 661, 1336]","[5.02, 5.02, 5.02, 5.01, 5.01]","[30400, 30400, 29800, 29550, 29600]","[12250, 13246, 11835, 11049, 4162]","[1251, 4099, 4108, 2651, 6232]","[1611, 2832, 1980, 944, 1329]","[-28.0, -17.0, 54.0, 20.0, 110.0]","[30260, 30270, 30150, 30050, 29950]","[12487, 13122, 14057, 13361, 10553]","[30535, 30450, 30345, 30225, 30115]","[11792, 11979, 11754, 11598, 11090]","[30450, 30400, 30400, 30375, 30225]","[11840, 12469, 12071, 11456, 11461]","[-28.0, -17.0, 54.0, 20.0, 110.0]",30450,11840,5.02,29350,29350,29700,99.49,100.0,98.47,87.9,135.26,6395,-5.0,Y,16.82,N,N,N,Y,N,N
A002710,TCC스틸,"[4.42, -1.3, 21.49]","[12.4, -81.98, 7.9]","[0.51, 1.05, 1.49]","[129, 10, 256]","[50, -17, 287]","[1.01, 0.95, 0.97, 1.08, 1.14]","[10800, 10600, 10550, 10250, 11000]","[360945, 297588, 342033, 382755, 1379724]","[88080, 88640, 107634, 77083, 69156]","[96650, 93864, 134740, 39678, 221057]","[241.0, 217.0, 435.0, 502.0, -598.0]","[10770, 10730, 10750, 10630, 10640]","[575175, 443928, 402706, 390489, 556746]","[10735, 10735, 10705, 10665, 10715]","[859544, 788434, 589031, 539337, 628953]","[10800, 10800, 10725, 10700, 10800]","[720203, 552497, 518410, 468189, 500627]","[241.0, 217.0, 435.0, 502.0, -598.0]",10800,720203,2.45,12900,11940,11285,97.29,100.0,95.74,34.46,105.81,1727837,-1935.0,N,8.2,N,N,N,N,Y,N
