CD,NM,ROE,PER,PBR,PROFIT,INCOME,FRGN_RT,END_PRC,VOL,REMAIN_BUY,REMAIN_SELL,REMAIN_BUY_AMOUNT,PRC_AVG_5,VOL_AVG_5,PRC_AVG_10,VOL_AVG_10,PRC_MEDIAN_x,VOL_MEDIAN_x,REMAIN_DEAL,PRC_MEDIAN,VOL_MEDIAN,LAST_FRGN_RT,LAST_END_PRC,LAST_PRC_AVG_5,LAST_PRC_AVG_10,VS_START_PRC,VS_HIGH_PRC,VS_HIGHEST_PRC,VS_LOW_PRC,VS_LOWEST_PRC,LAST_VOL,LAST_REMAIN_DEAL,RISING_ROE,ROE_AVG,RISING_PROFIT,RISING_FRGN_RT,RISING_REMAIN_DEAL,PRC_BASE,VOL_BASE,REMAIN_GAP_BUY_BASE
A078930,GS,"[6.26, -2.81, 15.54]","[8.98, -14.65, 2.56]","[0.55, 0.43, 0.36]","[20331, 9206, 26403]","[6689, -1878, 16147]","[19.18, 19.11, 19.1, 19.1, 19.09]","[43950, 44700, 44800, 44600, 43150]","[346219, 245970, 206847, 208539, 369885]","[12223, 5314, 7871, 5604, 27449]","[16798, 91128, 41243, 41105, 16046]","[123.0, -1658.0, -1011.0, -579.0, 247.0]","[43290, 43620, 43990, 44390, 44240]","[440505, 338455, 290778, 285761, 275751]","[41845, 42310, 42775, 43185, 43450]","[290258, 301500, 313072, 319229, 339549]","[41700, 42775, 43000, 43475, 43525]","[200549, 239941, 240010, 240010, 296347]","[123.0, -1658.0, -1011.0, -579.0, 247.0]",41700,200549,19.19,44400,44050,43835,96.96,100.56,96.17,83.33,113.29,224365,-437.0,N,6.33,N,N,N,N,Y,N
A016380,KG동부제철,"[-7.44, 7.18, 17.99]","[-8.37, 17.37, 5.55]","[0.88, 1.19, 0.92]","[346, 1108, 2969]","[-335, 669, 1907]","[1.05, 1.0, 1.0, 0.98, 1.07]","[11050, 11100, 11050, 12600, 16350]","[155676, 110424, 150223, 837117, 28916095]","[62723, 58581, 57109, 44077, 58544]","[121388, 142657, 138035, 27122, 88530]","[314.0, -40.0, 166.0, 216.0, -866.0]","[11160, 11140, 11120, 11410, 12430]","[159202, 141152, 141858, 283594, 6102124]","[11250, 11240, 11215, 11300, 11805]","[303416, 292138, 285095, 258297, 3140158]","[11200, 11175, 11150, 11150, 11150]","[211727, 180084, 157586, 157586, 157586]","[314.0, -40.0, 166.0, 216.0, -866.0]",11200,211727,0.75,15950,14340,12740,102.19,106.9,95.61,57.68,157.68,13757829,1077.0,Y,5.91,Y,N,N,N,Y,Y
A001390,KG케미칼,"[32.69, 11.94, 17.39]","[1.59, 7.19, 5.71]","[0.45, 0.81, 0.9]","[1180, 2430, 4672]","[2193, 1547, 2820]","[3.18, 3.25, 3.27, 3.25, 3.13]","[31350, 30700, 30550, 41200, 36800]","[111455, 64654, 37164, 16104855, 3693662]","[12744, 13788, 12415, 6038, 41939]","[23085, 6453, 8811, 9208, 5142]","[-50.0, 96.0, 85.0, -6.0, 823.0]","[30930, 30880, 30840, 34700, 35790]","[124426, 113115, 87869, 3377462, 4141041]","[30520, 30625, 30670, 32740, 33360]","[117479, 116209, 107620, 1747632, 2132790]","[30475, 30650, 30650, 30850, 31100]","[116617, 116901, 95177, 116901, 137782]","[-50.0, 96.0, 85.0, -6.0, 823.0]",30475,116617,3.11,41500,37950,34415,95.18,105.54,94.1,59.88,118.92,8496967,414.0,N,20.67,Y,N,N,N,Y,Y
A051905,LG생활건강우,"[20.32, 17.92, 16.65]","[28.71, 35.99, 23.01]","[5.1, 5.71, 3.41]","[11764, 12209, 12896]","[7882, 8131, 8611]","[83.56, 83.5, 83.48, 83.49, 83.46]","[512000, 515000, 516000, 510000, 505000]","[7204, 3708, 2973, 3452, 2356]","[720, 458, 404, 357, 631]","[590, 592, 835, 608, 475]","[-46.0, -147.0, -268.0, -135.0, 118.0]","[510400, 511600, 511800, 512000, 511600]","[4205, 4335, 4176, 3998, 3946]","[512900, 513500, 513400, 513000, 512000]","[4313, 4147, 3897, 3588, 3628]","[513000, 514500, 514500, 513500, 511000]","[4057, 3740, 3402, 3272, 3273]","[-46.0, -147.0, -268.0, -135.0, 118.0]",513000,4057,83.44,504000,507800,509700,100.0,100.4,99.4,94.44,160.12,2136,72.0,N,18.3,Y,N,N,Y,N,Y
A051900,LG생활건강,"[20.32, 17.92, 16.65]","[28.71, 35.99, 23.01]","[5.1, 5.71, 3.41]","[11764, 12209, 12896]","[7882, 8131, 8611]","[40.68, 40.77, 40.73, 40.73, 40.72]","[896000, 904000, 909000, 895000, 865000]","[85502, 45033, 51380, 38001, 54483]","[1706, 2873, 2365, 3325, 4629]","[6974, 3394, 1930, 2158, 3124]","[-4239.0, -1498.0, 413.0, 967.0, 1686.0]","[862200, 876000, 886000, 892400, 893800]","[63474, 54320, 53487, 53778, 55061]","[862100, 867500, 871800, 875100, 875100]","[56876, 53704, 52695, 52100, 54095]","[862500, 864000, 864000, 866000, 866000]","[51939, 46646, 46683, 46683, 50014]","[-4239.0, -1498.0, 413.0, 967.0, 1686.0]",862500,51939,40.63,881000,883600,879800,97.84,101.02,97.05,93.64,202.5,38305,-162.0,N,18.3,Y,N,Y,N,N,N
A011070,LG이노텍,"[4.73, 10.2, 30.94]","[32.39, 18.29, 9.7]","[1.5, 1.78, 2.6]","[4764, 6810, 12642]","[1023, 2361, 8883]","[26.29, 26.24, 26.17, 25.71, 25.74]","[384500, 385000, 378000, 374500, 376500]","[210687, 136162, 383296, 192004, 365063]","[22562, 25775, 24330, 27932, 19906]","[4606, 10542, 9927, 7351, 11281]","[4351.0, 2422.0, 3792.0, 3472.0, 2292.0]","[388200, 387000, 384300, 381800, 379700]","[310662, 257781, 249024, 228304, 259105]","[396500, 394500, 391150, 388750, 385800]","[354158, 300207, 302927, 276187, 283872]","[395000, 391250, 389000, 387000, 386000]","[328060, 294495, 294495, 252001, 255915]","[4351.0, 2422.0, 3792.0, 3472.0, 2292.0]",395000,328060,25.61,368500,375800,381400,103.66,104.21,99.32,49.12,112.48,317222,2363.0,Y,15.29,Y,N,N,Y,N,Y
A051915,LG화학우,"[1.84, 2.93, 18.47]","[79.31, 125.83, 13.12]","[1.43, 3.55, 2.21]","[8254, 18054, 50255]","[3761, 6824, 39539]","[71.65, 71.64, 71.58, 71.57, 71.57]","[272500, 266000, 264500, 267500, 256500]","[12358, 12723, 19065, 7229, 11850]","[439, 2200, 1284, 158, 1571]","[1823, 612, 1173, 1316, 328]","[-222.0, 370.0, -9.0, -308.0, 270.0]","[270200, 269800, 268800, 268700, 265400]","[14397, 15829, 15746, 14657, 14508]","[264500, 266000, 267250, 268100, 267000]","[18042, 17549, 17356, 16444, 15557]","[267750, 267750, 267750, 267750, 267750]","[17973, 17212, 17212, 17076, 14457]","[-222.0, 370.0, -9.0, -308.0, 270.0]",267750,17973,71.52,258500,261800,265800,101.35,101.35,99.81,92.65,176.02,2885,-38.0,Y,7.75,Y,N,N,Y,N,N
A051910,LG화학,"[1.84, 2.93, 18.47]","[79.31, 125.83, 13.12]","[1.43, 3.55, 2.21]","[8254, 18054, 50255]","[3761, 6824, 39539]","[48.49, 48.48, 48.49, 48.55, 48.56]","[523000, 526000, 540000, 530000, 518000]","[196162, 95711, 225306, 124651, 195529]","[17986, 11862, 10899, 14190, 20279]","[12529, 14537, 27360, 10544, 11202]","[1499.0, -1795.0, -1476.0, 2038.0, 1595.0]","[525200, 525800, 529200, 530200, 527400]","[174585, 156940, 173083, 162922, 168188]","[517300, 520900, 525700, 527900, 526600]","[256639, 234746, 235007, 216774, 184011]","[523000, 524000, 525500, 526000, 525500]","[209540, 192629, 192629, 181176, 181176]","[1499.0, -1795.0, -1476.0, 2038.0, 1595.0]",523000,209540,48.61,510000,524600,525200,101.57,102.75,99.41,85.69,189.22,110337,3205.0,Y,7.75,Y,N,N,Y,N,Y
A001120,LX인터내셔널,"[2.48, 23.71, 22.49]","[20.41, 3.22, 2.93]","[0.5, 0.66, 0.54]","[1348, 1598, 6562]","[-149, 3616, 5403]","[25.19, 25.38, 25.36, 25.51, 25.72]","[34800, 34300, 34300, 35300, 33950]","[446866, 207194, 203514, 754533, 413440]","[39102, 24119, 15412, 23298, 20153]","[19899, 12274, 18371, 20174, 8507]","[504.0, 533.0, -111.0, 122.0, 542.0]","[34210, 34220, 34300, 34630, 34530]","[502171, 471440, 370017, 452044, 407034]","[33830, 34125, 34190, 34305, 34270]","[566012, 555091, 421372, 432337, 437476]","[34025, 34200, 34275, 34300, 34275]","[407218, 408136, 365127, 365127, 388061]","[504.0, 533.0, -111.0, 122.0, 542.0]",34025,407218,25.8,35400,34630,34425,99.72,100.99,97.6,62.99,107.77,454608,55.0,N,16.23,Y,N,N,N,Y,Y
A035420,NAVER,"[10.56, 15.21, 106.72]","[52.72, 47.97, 3.77]","[4.67, 5.85, 2.4]","[11550, 12153, 13255]","[3968, 8450, 164776]","[54.64, 54.64, 54.63, 54.7, 54.62]","[335500, 338000, 342500, 330000, 321000]","[421029, 283201, 388082, 640819, 491219]","[55674, 31135, 30865, 52621, 46705]","[18315, 31335, 62102, 22583, 48962]","[12344.0, 268.0, -7158.0, 6909.0, 12035.0]","[336100, 337400, 339100, 337300, 333400]","[396564, 387078, 400038, 437701, 451809]","[337750, 337650, 337950, 336400, 334500]","[427447, 418518, 427249, 441027, 437986]","[339000, 338500, 338500, 336750, 334750]","[424046, 437025, 437025, 437025, 437025]","[12344.0, 268.0, -7158.0, 6909.0, 12035.0]",339000,424046,54.61,313000,324600,331000,99.36,100.0,98.4,94.89,148.56,504227,-3744.0,Y,44.16,Y,N,N,Y,Y,N
A008260,NI스틸,"[5.91, 10.45, 16.75]","[9.85, 6.05, 4.38]","[0.57, 0.6, 0.68]","[121, 186, 312]","[64, 121, 221]","[5.41, 5.42, 5.4, 5.46, 5.52]","[5150, 5160, 5230, 5210, 5010]","[103666, 122319, 149803, 206471, 135677]","[8286, 11212, 35447, 19208, 41131]","[20985, 28868, 50168, 29379, 13119]","[-23.0, -52.0, -58.0, -28.0, 121.0]","[5106, 5120, 5154, 5182, 5152]","[250832, 158071, 149939, 159698, 146352]","[5070, 5090, 5113, 5117, 5122]","[867695, 845220, 830201, 416780, 386649]","[5075, 5085, 5120, 5120, 5120]","[324945, 253821, 199057, 199057, 178160]","[-23.0, -52.0, -58.0, -28.0, 121.0]",5075,324945,5.77,5160,5160,5140,100.78,101.74,98.64,57.36,128.88,131535,-2.0,Y,11.04,Y,N,N,N,N,N
A010060,OCI,"[-26.2, -9.89, 23.93]","[-1.88, -9.01, 3.83]","[0.57, 0.94, 0.81]","[-1806, -861, 6260]","[-8074, -2512, 6521]","[14.14, 14.09, 14.06, 14.08, 14.18]","[105000, 106000, 107000, 106000, 103500]","[173027, 117836, 161938, 135666, 209216]","[54910, 47320, 32443, 42854, 47966]","[52314, 57059, 72281, 48910, 21295]","[-79.0, -804.0, -1615.0, 960.0, 1689.0]","[104800, 104900, 105400, 105800, 105500]","[247054, 199490, 167506, 158255, 160456]","[107900, 107550, 107100, 106700, 105550]","[286940, 278876, 281477, 275764, 229331]","[107250, 105750, 105750, 105750, 105250]","[199235, 196276, 196276, 190839, 190839]","[-79.0, -804.0, -1615.0, 960.0, 1689.0]",107250,199235,14.43,106000,105900,105400,100.47,102.36,99.53,79.34,159.43,144233,-722.0,Y,-4.05,Y,N,N,Y,N,N
A010955,S-Oil우,"[1.01, -13.07, 21.76]","[169.84, -10.14, 7.25]","[1.71, 1.42, 1.43]","[4201, -10991, 21409]","[654, -7961, 13785]","[14.4, 14.41, 14.44, 14.43, 14.44]","[56700, 57900, 58000, 58400, 57300]","[16859, 28068, 11816, 10261, 10979]","[3748, 3097, 2457, 2189, 2240]","[5411, 5114, 3426, 3668, 2121]","[-61.0, -100.0, -14.0, -141.0, 33.0]","[56160, 56540, 56880, 57360, 57660]","[21185, 20567, 20085, 16169, 15624]","[54980, 55430, 55830, 56330, 56670]","[15071, 16723, 17392, 16910, 17397]","[55050, 55900, 56000, 56150, 56500]","[14007, 14671, 14671, 14007, 14007]","[-61.0, -100.0, -14.0, -141.0, 33.0]",55050,14007,14.49,59500,58300,57420,97.98,100.67,97.65,73.53,111.26,17354,-196.0,N,3.23,N,N,N,N,Y,N
A010950,S-Oil,"[1.01, -13.07, 21.76]","[169.84, -10.14, 7.25]","[1.71, 1.42, 1.43]","[4201, -10991, 21409]","[654, -7961, 13785]","[78.68, 78.89, 79.02, 79.06, 79.13]","[98300, 101000, 99900, 100000, 97500]","[670526, 457930, 228126, 318137, 349073]","[6448, 9595, 14101, 12296, 21375]","[58076, 109518, 88193, 71975, 14728]","[-1441.0, -7267.0, -3324.0, -4052.0, 884.0]","[97500, 98120, 98540, 99180, 99340]","[722446, 590779, 487438, 480986, 405465]","[93680, 95010, 96060, 97120, 97810]","[574447, 579461, 570620, 560810, 543673]","[94450, 96750, 97300, 97850, 97850]","[494194, 494194, 494194, 494194, 463060]","[-1441.0, -7267.0, -3324.0, -4052.0, 884.0]",94450,494194,79.24,103500,99980,99050,97.1,100.48,95.75,74.59,113.53,490579,-14265.0,N,3.23,N,Y,N,N,N,N
A950110,SBI핀테크솔루션즈,"[30.05, 22.11, 17.22]","[33.78, 18.41, 28.14]","[7.95, 3.45, 4.64]","[141, 121, 151]","[94, 93, 79]","[80.15, 80.14, 80.14, 80.13, 80.13]","[6660, 6650, 6710, 6520, 6430]","[93433, 32582, 18954, 23068, 20504]","[6214, 2702, 3225, 4320, 3326]","[1633, 5918, 6546, 3125, 6684]","[30.0, -30.0, -3.0, 14.0, -37.0]","[7022, 6946, 6844, 6726, 6594]","[31546, 36006, 36689, 37975, 37815]","[7029, 6989, 6951, 6897, 6843]","[20508, 22862, 24143, 25620, 26441]","[7055, 7045, 7020, 6990, 6860]","[11666, 13965, 16137, 17797, 19729]","[30.0, -30.0, -3.0, 14.0, -37.0]",7055,11666,80.11,6230,6450,6698,101.12,103.37,99.2,99.52,179.78,19715,6.0,N,23.13,N,N,N,Y,Y,Y
A001770,SHD,"[2.83, 1.42, 15.4]","[27.05, 50.68, 6.28]","[0.76, 0.72, 0.9]","[10, 2, 57]","[10, 5, 58]","[1.89, 2.16, 2.2, 2.02, 1.84]","[33050, 34100, 34000, 34000, 33850]","[19034, 25085, 10561, 6859, 5476]","[453, 915, 127, 70, 314]","[1853, 1646, 622, 911, 1766]","[-21.0, -4.0, 3.0, -3.0, -33.0]","[31790, 32350, 32810, 33340, 33800]","[12065, 15395, 15179, 14856, 13460]","[31920, 32235, 32380, 32485, 32645]","[12416, 14430, 13779, 12443, 12005]","[31625, 31975, 31975, 31975, 32375]","[11571, 12075, 11571, 11037, 11037]","[-21.0, -4.0, 3.0, -3.0, -33.0]",31625,11571,1.57,32700,33450,32900,99.08,100.61,97.86,69.27,132.57,4835,-12.0,N,6.55,N,N,N,N,N,N
A009160,SIMPAC,"[2.17, 7.54, 17.97]","[20.31, 4.73, 4.62]","[0.4, 0.31, 0.66]","[111, 78, 1064]","[95, 341, 908]","[7.38, 7.42, 7.5, 7.63, 7.73]","[8240, 8360, 8600, 8680, 8700]","[145886, 306521, 539222, 366975, 336361]","[9129, 5979, 15371, 17731, 11713]","[8647, 37630, 61694, 10291, 7392]","[-31.0, -157.0, -392.0, -30.0, 19.0]","[8228, 8242, 8322, 8418, 8516]","[131075, 169679, 253284, 290858, 340032]","[8229, 8263, 8311, 8352, 8378]","[201754, 199465, 239340, 257265, 244189]","[8225, 8255, 8280, 8295, 8295]","[163781, 163844, 185984, 206961, 206961]","[-31.0, -157.0, -392.0, -30.0, 19.0]",8225,163781,7.71,9050,8824,8533,100.55,101.55,98.34,38.78,109.06,267835,21.0,Y,9.23,N,Y,N,N,Y,Y
A210980,SK디앤디,"[12.66, 14.88, 22.91]","[12.31, 14.52, 5.76]","[1.53, 1.99, 1.2]","[823, 1398, 1294]","[449, 661, 1336]","[5.01, 5.02, 5.02, 5.02, 5.01]","[30100, 30400, 30400, 29800, 29550]","[18167, 12250, 13246, 11835, 11049]","[2769, 1251, 4099, 4108, 2651]","[1676, 1611, 2832, 1980, 944]","[3.0, -28.0, -17.0, 54.0, 20.0]","[30280, 30260, 30270, 30150, 30050]","[11619, 12487, 13122, 14057, 13361]","[30605, 30535, 30450, 30345, 30225]","[11683, 11792, 11979, 11754, 11598]","[30600, 30450, 30400, 30400, 30375]","[11319, 11840, 12469, 12071, 11456]","[3.0, -28.0, -17.0, 54.0, 20.0]",30600,11319,5.0,29600,29790,30025,100.84,100.84,98.14,87.16,134.12,18039,3.0,Y,16.82,N,N,N,Y,Y,Y
A002710,TCC스틸,"[4.42, -1.3, 21.49]","[12.4, -81.98, 7.9]","[0.51, 1.05, 1.49]","[129, 10, 256]","[50, -17, 287]","[1.08, 1.01, 0.95, 0.97, 1.08]","[10950, 10800, 10600, 10550, 10250]","[547622, 360945, 297588, 342033, 382755]","[88987, 88080, 88640, 107634, 77083]","[199743, 96650, 93864, 134740, 39678]","[-477.0, 241.0, 217.0, 435.0, 502.0]","[10790, 10770, 10730, 10750, 10630]","[700515, 575175, 443928, 402706, 390489]","[10665, 10735, 10735, 10705, 10665]","[859622, 859544, 788434, 589031, 539337]","[10725, 10800, 10800, 10725, 10700]","[720203, 720203, 552497, 518410, 468189]","[-477.0, 241.0, 217.0, 435.0, 502.0]",10725,720203,1.87,11150,10710,10740,99.1,104.93,98.65,39.87,122.42,2144819,78.0,N,8.2,N,N,N,N,Y,Y
