코드,종목,최근 외국인 지분율,최근 종가,최근10일 종가 중간값,최근5일 종가 평균,최근10일 종가 평균,마지막 거래량,최근10일 거래량 중간값,자기자본이익률(ROE),ROE 평균,주가수익비율,주가순자산비율,영업이익,외국인지분율,종가,거래량,매수잔액
A002960,한국쉘석유,62.88,252500,253000,252900,253050,1445,888,"[21.3, 21.44, 27.97]",23.57,"[19.97, 15.99, 11.52]","[4.29, 3.43, 3.06]","[257, 310, 380]","[62.91, 62.91, 62.91, 62.92, 62.92]","[253500, 253500, 252500, 253500, 253500]","[615, 900, 1402, 1653, 1225]","[-176.0, -83.0, -117.0, -144.0, 32.0]"
A131290,티에스이,11.11,72700,61400,68880,66540,155405,45043,"[10.33, 15.12, 20.55]",15.33,"[9.44, 25.52, 18.23]","[0.86, 3.41, 3.27]","[207, 427, 546]","[9.08, 9.53, 10.89, 11.03, 11.09]","[65600, 65800, 67400, 68200, 68200]","[124612, 207730, 63822, 67051, 77810]","[-162.0, -581.0, 67.0, 290.0, -66.0]"
