CD,NM,ROE,PER,PBR,PROFIT,INCOME,FRGN_RT,END_PRC,VOL,REMAIN_BUY,REMAIN_SELL,REMAIN_BUY_AMOUNT,PRC_AVG_5,VOL_AVG_5,PRC_AVG_10,VOL_AVG_10,PRC_MEDIAN_x,VOL_MEDIAN_x,REMAIN_DEAL,PRC_MEDIAN,VOL_MEDIAN,LAST_FRGN_RT,LAST_END_PRC,LAST_PRC_AVG_5,LAST_PRC_AVG_10,VS_START_PRC,VS_HIGH_PRC,VS_HIGHEST_PRC,VS_LOW_PRC,VS_LOWEST_PRC,LAST_VOL,LAST_REMAIN_DEAL,RISING_ROE,ROE_AVG,RISING_PROFIT,RISING_FRGN_RT,RISING_REMAIN_DEAL,PRC_BASE,VOL_BASE,REMAIN_GAP_BUY_BASE
A078930,GS,"[6.26, -2.81, 15.54]","[8.98, -14.65, 2.56]","[0.55, 0.43, 0.36]","[20331, 9206, 26403]","[6689, -1878, 16147]","[19.19, 19.18, 19.11, 19.1, 19.1]","[43900, 43950, 44700, 44800, 44600]","[419671, 346219, 245970, 206847, 208539]","[9706, 12223, 5314, 7871, 5604]","[41964, 16798, 91128, 41243, 41105]","[-1342.0, 123.0, -1658.0, -1011.0, -579.0]","[42660, 43290, 43620, 43990, 44390]","[403194, 440505, 338455, 290778, 285761]","[41480, 41845, 42310, 42775, 43185]","[278591, 290258, 301500, 313072, 319229]","[40650, 41700, 42775, 43000, 43475]","[198752, 200549, 239941, 240010, 240010]","[-1342.0, 123.0, -1658.0, -1011.0, -579.0]",40650,198752,19.17,43300,44110,43700,99.77,100.46,98.73,85.45,116.17,146260,-116.0,N,6.33,N,N,N,N,N,N
A016380,KG동부제철,"[-7.44, 7.18, 17.99]","[-8.37, 17.37, 5.55]","[0.88, 1.19, 0.92]","[346, 1108, 2969]","[-335, 669, 1907]","[1.06, 1.05, 1.0, 1.0, 0.98]","[11250, 11050, 11100, 11050, 12600]","[156509, 155676, 110424, 150223, 837117]","[59754, 62723, 58581, 57109, 44077]","[151270, 121388, 142657, 138035, 27122]","[-1034.0, 314.0, -40.0, 166.0, 216.0]","[11180, 11160, 11140, 11120, 11410]","[177841, 159202, 141152, 141858, 283594]","[11260, 11250, 11240, 11215, 11300]","[350991, 303416, 292138, 285095, 258297]","[11200, 11200, 11175, 11150, 11150]","[222997, 211727, 180084, 157586, 157586]","[-1034.0, 314.0, -40.0, 166.0, 216.0]",11200,222997,0.63,15750,13370,12265,100.95,114.6,99.05,58.41,159.68,31769751,1204.0,Y,5.91,Y,N,N,N,Y,Y
A001390,KG케미칼,"[32.69, 11.94, 17.39]","[1.59, 7.19, 5.71]","[0.45, 0.81, 0.9]","[1180, 2430, 4672]","[2193, 1547, 2820]","[3.2, 3.18, 3.25, 3.27, 3.25]","[31250, 31350, 30700, 30550, 41200]","[152360, 111455, 64654, 37164, 16104855]","[9941, 12744, 13788, 12415, 6038]","[22900, 23085, 6453, 8811, 9208]","[-106.0, -50.0, 96.0, 85.0, -6.0]","[30780, 30930, 30880, 30840, 34700]","[117517, 124426, 113115, 87869, 3377462]","[30330, 30520, 30625, 30670, 32740]","[113329, 117479, 116209, 107620, 1747632]","[30350, 30475, 30650, 30650, 30850]","[100055, 116617, 116901, 95177, 116901]","[-106.0, -50.0, 96.0, 85.0, -6.0]",30350,100055,3.13,36800,35790,33360,108.02,114.67,99.86,67.53,134.1,3693662,823.0,N,20.67,Y,N,N,N,Y,Y
A051905,LG생활건강우,"[20.32, 17.92, 16.65]","[28.71, 35.99, 23.01]","[5.1, 5.71, 3.41]","[11764, 12209, 12896]","[7882, 8131, 8611]","[83.58, 83.56, 83.5, 83.48, 83.49]","[507000, 512000, 515000, 516000, 510000]","[2616, 7204, 3708, 2973, 3452]","[495, 720, 458, 404, 357]","[295, 590, 592, 835, 608]","[119.0, -46.0, -147.0, -268.0, -135.0]","[512400, 510400, 511600, 511800, 512000]","[3310, 4205, 4335, 4176, 3998]","[512500, 512900, 513500, 513400, 513000]","[5072, 4313, 4147, 3897, 3588]","[511500, 513000, 514500, 514500, 513500]","[4057, 4057, 3740, 3402, 3272]","[119.0, -46.0, -147.0, -268.0, -135.0]",511500,4057,83.44,504000,510000,510200,100.79,100.79,99.6,94.44,160.12,2508,121.0,N,18.3,Y,N,N,Y,N,Y
A051900,LG생활건강,"[20.32, 17.92, 16.65]","[28.71, 35.99, 23.01]","[5.1, 5.71, 3.41]","[11764, 12209, 12896]","[7882, 8131, 8611]","[40.77, 40.68, 40.77, 40.73, 40.73]","[858000, 896000, 904000, 909000, 895000]","[48139, 85502, 45033, 51380, 38001]","[5192, 1706, 2873, 2365, 3325]","[2199, 6974, 3394, 1930, 2158]","[1636.0, -4239.0, -1498.0, 413.0, 967.0]","[856400, 862200, 876000, 886000, 892400]","[53106, 63474, 54320, 53487, 53778]","[856300, 862100, 867500, 871800, 875100]","[57753, 56876, 53704, 52695, 52100]","[860500, 862500, 864000, 864000, 866000]","[51879, 51939, 46646, 46683, 46683]","[1636.0, -4239.0, -1498.0, 413.0, 967.0]",860500,51879,40.67,868000,888200,875200,99.77,100.35,98.04,95.05,205.53,42117,-1139.0,N,18.3,Y,N,N,N,N,N
A011070,LG이노텍,"[4.73, 10.2, 30.94]","[32.39, 18.29, 9.7]","[1.5, 1.78, 2.6]","[4764, 6810, 12642]","[1023, 2361, 8883]","[26.29, 26.29, 26.24, 26.17, 25.71]","[387000, 384500, 385000, 378000, 374500]","[211723, 210687, 136162, 383296, 192004]","[17890, 22562, 25775, 24330, 27932]","[9700, 4606, 10542, 9927, 7351]","[154.0, 4351.0, 2422.0, 3792.0, 3472.0]","[391900, 388200, 387000, 384300, 381800]","[308299, 310662, 257781, 249024, 228304]","[396250, 396500, 394500, 391150, 388750]","[381214, 354158, 300207, 302927, 276187]","[395000, 395000, 391250, 389000, 387000]","[379906, 328060, 294495, 294495, 252001]","[154.0, 4351.0, 2422.0, 3792.0, 3472.0]",395000,379906,25.76,381500,379100,383650,99.21,101.05,98.43,47.44,108.65,236484,-2342.0,Y,15.29,Y,N,N,Y,N,N
A051915,LG화학우,"[1.84, 2.93, 18.47]","[79.31, 125.83, 13.12]","[1.43, 3.55, 2.21]","[8254, 18054, 50255]","[3761, 6824, 39539]","[71.64, 71.65, 71.64, 71.58, 71.57]","[273000, 272500, 266000, 264500, 267500]","[13345, 12358, 12723, 19065, 7229]","[388, 439, 2200, 1284, 158]","[1413, 1823, 612, 1173, 1316]","[-272.0, -222.0, 370.0, -9.0, -308.0]","[268600, 270200, 269800, 268800, 268700]","[16043, 14397, 15829, 15746, 14657]","[262300, 264500, 266000, 267250, 268100]","[20964, 18042, 17549, 17356, 16444]","[266000, 267750, 267750, 267750, 267750]","[20268, 17973, 17212, 17212, 17076]","[-272.0, -222.0, 370.0, -9.0, -308.0]",266000,20268,71.52,262000,263300,266750,98.66,100.0,98.28,91.41,173.66,7609,-59.0,Y,7.75,Y,N,N,Y,N,N
A051910,LG화학,"[1.84, 2.93, 18.47]","[79.31, 125.83, 13.12]","[1.43, 3.55, 2.21]","[8254, 18054, 50255]","[3761, 6824, 39539]","[48.5, 48.49, 48.48, 48.49, 48.55]","[532000, 523000, 526000, 540000, 530000]","[168978, 196162, 95711, 225306, 124651]","[10602, 17986, 11862, 10899, 14190]","[27584, 12529, 14537, 27360, 10544]","[-5491.0, 1499.0, -1795.0, -1476.0, 2038.0]","[525800, 525200, 525800, 529200, 530200]","[199708, 174585, 156940, 173083, 162922]","[513850, 517300, 520900, 525700, 527900]","[292897, 256639, 234746, 235007, 216774]","[523000, 523000, 524000, 525500, 526000]","[265139, 209540, 192629, 192629, 181176]","[-5491.0, 1499.0, -1795.0, -1476.0, 2038.0]",523000,265139,48.58,525000,527800,526500,98.67,100.38,97.71,83.24,183.81,128128,1057.0,Y,7.75,Y,N,N,N,N,Y
A001120,LX인터내셔널,"[2.48, 23.71, 22.49]","[20.41, 3.22, 2.93]","[0.5, 0.66, 0.54]","[1348, 1598, 6562]","[-149, 3616, 5403]","[25.05, 25.19, 25.38, 25.36, 25.51]","[34450, 34800, 34300, 34300, 35300]","[640987, 446866, 207194, 203514, 754533]","[24598, 39102, 24119, 15412, 23298]","[15056, 19899, 12274, 18371, 20174]","[570.0, 504.0, 533.0, -111.0, 122.0]","[34010, 34210, 34220, 34300, 34630]","[467314, 502171, 471440, 370017, 452044]","[33430, 33830, 34125, 34190, 34305]","[563840, 566012, 555091, 421372, 432337]","[33850, 34025, 34200, 34275, 34300]","[397868, 407218, 408136, 365127, 365127]","[570.0, 504.0, 533.0, -111.0, 122.0]",33850,397868,25.69,34200,34410,34310,99.71,101.17,98.25,65.2,111.55,232856,10.0,N,16.23,Y,N,N,N,N,Y
A035420,NAVER,"[10.56, 15.21, 106.72]","[52.72, 47.97, 3.77]","[4.67, 5.85, 2.4]","[11550, 12153, 13255]","[3968, 8450, 164776]","[54.61, 54.64, 54.64, 54.63, 54.7]","[340500, 335500, 338000, 342500, 330000]","[403364, 421029, 283201, 388082, 640819]","[36998, 55674, 31135, 30865, 52621]","[68173, 18315, 31335, 62102, 22583]","[-3274.0, 12344.0, 268.0, -7158.0, 6909.0]","[335600, 336100, 337400, 339100, 337300]","[419423, 396564, 387078, 400038, 437701]","[338650, 337750, 337650, 337950, 336400]","[455206, 427447, 418518, 427249, 441027]","[339250, 339000, 338500, 338500, 336750]","[428868, 424046, 437025, 437025, 437025]","[-3274.0, 12344.0, 268.0, -7158.0, 6909.0]",339250,428868,54.62,316500,329600,332850,101.74,102.53,98.42,93.84,146.92,622895,4731.0,Y,44.16,Y,N,N,Y,Y,Y
A008260,NI스틸,"[5.91, 10.45, 16.75]","[9.85, 6.05, 4.38]","[0.57, 0.6, 0.68]","[121, 186, 312]","[64, 121, 221]","[5.25, 5.41, 5.42, 5.4, 5.46]","[5160, 5150, 5160, 5230, 5210]","[205271, 103666, 122319, 149803, 206471]","[19781, 8286, 11212, 35447, 19208]","[30184, 20985, 28868, 50168, 29379]","[19.0, -23.0, -52.0, -58.0, -28.0]","[5092, 5106, 5120, 5154, 5182]","[626713, 250832, 158071, 149939, 159698]","[5047, 5070, 5090, 5113, 5117]","[970383, 867695, 845220, 830201, 416780]","[5065, 5075, 5085, 5120, 5120]","[394851, 324945, 253821, 199057, 199057]","[19.0, -23.0, -52.0, -58.0, -28.0]",5065,394851,5.57,5190,5160,5133,96.72,100.58,96.72,57.03,128.13,175056,-66.0,Y,11.04,Y,N,N,N,N,N
A010060,OCI,"[-26.2, -9.89, 23.93]","[-1.88, -9.01, 3.83]","[0.57, 0.94, 0.81]","[-1806, -861, 6260]","[-8074, -2512, 6521]","[14.05, 14.14, 14.09, 14.06, 14.08]","[105000, 105000, 106000, 107000, 106000]","[196833, 173027, 117836, 161938, 135666]","[69380, 54910, 47320, 32443, 42854]","[58011, 52314, 57059, 72281, 48910]","[365.0, -79.0, -804.0, -1615.0, 960.0]","[105600, 104800, 104900, 105400, 105800]","[297841, 247054, 199490, 167506, 158255]","[108650, 107900, 107550, 107100, 106700]","[297605, 286940, 278876, 281477, 275764]","[109250, 107250, 105750, 105750, 105750]","[240656, 199235, 196276, 196276, 190839]","[365.0, -79.0, -804.0, -1615.0, 960.0]",109250,240656,14.29,107000,105900,105350,97.2,100.47,96.26,78.6,157.94,152655,-1306.0,Y,-4.05,Y,N,N,Y,N,N
A010955,S-Oil우,"[1.01, -13.07, 21.76]","[169.84, -10.14, 7.25]","[1.71, 1.42, 1.43]","[4201, -10991, 21409]","[654, -7961, 13785]","[14.36, 14.4, 14.41, 14.44, 14.43]","[55800, 56700, 57900, 58000, 58400]","[13773, 16859, 28068, 11816, 10261]","[1813, 3748, 3097, 2457, 2189]","[4030, 5411, 5114, 3426, 3668]","[-129.0, -61.0, -100.0, -14.0, -141.0]","[55680, 56160, 56540, 56880, 57360]","[19168, 21185, 20567, 20085, 16169]","[54520, 54980, 55430, 55830, 56330]","[15355, 15071, 16723, 17392, 16910]","[54150, 55050, 55900, 56000, 56150]","[14005, 14007, 14671, 14671, 14007]","[-129.0, -61.0, -100.0, -14.0, -141.0]",54150,14005,14.44,58300,57980,57070,98.11,100.17,97.6,75.04,113.55,10266,-70.0,N,3.23,N,N,N,N,N,N
A010950,S-Oil,"[1.01, -13.07, 21.76]","[169.84, -10.14, 7.25]","[1.71, 1.42, 1.43]","[4201, -10991, 21409]","[654, -7961, 13785]","[78.69, 78.68, 78.89, 79.02, 79.06]","[96700, 98300, 101000, 99900, 100000]","[723355, 670526, 457930, 228126, 318137]","[12018, 6448, 9595, 14101, 12296]","[16496, 58076, 109518, 88193, 71975]","[622.0, -1441.0, -7267.0, -3324.0, -4052.0]","[96280, 97500, 98120, 98540, 99180]","[681167, 722446, 590779, 487438, 480986]","[92390, 93680, 95010, 96060, 97120]","[533468, 574447, 579461, 570620, 560810]","[91400, 94450, 96750, 97300, 97850]","[442153, 494194, 494194, 494194, 494194]","[622.0, -1441.0, -7267.0, -3324.0, -4052.0]",91400,442153,79.18,99000,99480,98490,98.48,100.71,97.58,77.98,118.69,223022,72.0,N,3.23,N,N,N,N,N,Y
A950110,SBI핀테크솔루션즈,"[30.05, 22.11, 17.22]","[33.78, 18.41, 28.14]","[7.95, 3.45, 4.64]","[141, 121, 151]","[94, 93, 79]","[80.15, 80.15, 80.14, 80.14, 80.13]","[7090, 6660, 6650, 6710, 6520]","[21305, 93433, 32582, 18954, 23068]","[4095, 6214, 2702, 3225, 4320]","[8516, 1633, 5918, 6546, 3125]","[4.0, 30.0, -30.0, -3.0, 14.0]","[7092, 7022, 6946, 6844, 6726]","[15067, 31546, 36006, 36689, 37975]","[7072, 7029, 6989, 6951, 6897]","[11656, 20508, 22862, 24143, 25620]","[7075, 7055, 7045, 7020, 6990]","[10878, 11666, 13965, 16137, 17797]","[4.0, 30.0, -30.0, -3.0, 14.0]",7075,10878,80.11,6360,6534,6778,101.42,102.83,99.69,97.48,176.1,13036,7.0,N,23.13,N,N,N,Y,Y,Y
A001770,SHD,"[2.83, 1.42, 15.4]","[27.05, 50.68, 6.28]","[0.76, 0.72, 0.9]","[10, 2, 57]","[10, 5, 58]","[1.62, 1.89, 2.16, 2.2, 2.02]","[31550, 33050, 34100, 34000, 34000]","[12466, 19034, 25085, 10561, 6859]","[1063, 453, 915, 127, 70]","[589, 1853, 1646, 622, 911]","[4.0, -21.0, -4.0, 3.0, -3.0]","[31490, 31790, 32350, 32810, 33340]","[10550, 12065, 15395, 15179, 14856]","[31675, 31920, 32235, 32380, 32485]","[10868, 12416, 14430, 13779, 12443]","[31550, 31625, 31975, 31975, 31975]","[10662, 11571, 12075, 11571, 11037]","[4.0, -21.0, -4.0, 3.0, -3.0]",31550,10662,1.65,32700,33730,32760,101.38,102.14,99.39,69.27,132.57,4524,-2.0,N,6.55,N,N,N,N,N,N
A009160,SIMPAC,"[2.17, 7.54, 17.97]","[20.31, 4.73, 4.62]","[0.4, 0.31, 0.66]","[111, 78, 1064]","[95, 341, 908]","[7.36, 7.38, 7.42, 7.5, 7.63]","[8210, 8240, 8360, 8600, 8680]","[92044, 145886, 306521, 539222, 366975]","[9088, 9129, 5979, 15371, 17731]","[14224, 8647, 37630, 61694, 10291]","[16.0, -31.0, -157.0, -392.0, -30.0]","[8240, 8228, 8242, 8322, 8418]","[148231, 131075, 169679, 253284, 290858]","[8227, 8229, 8263, 8311, 8352]","[242482, 201754, 199465, 239340, 257265]","[8215, 8225, 8255, 8280, 8295]","[185984, 163781, 163844, 185984, 206961]","[16.0, -31.0, -157.0, -392.0, -30.0]",8215,185984,7.72,9090,8686,8457,96.15,100.55,95.16,37.84,108.58,886275,48.0,Y,9.23,N,Y,N,N,Y,Y
A210980,SK디앤디,"[12.66, 14.88, 22.91]","[12.31, 14.52, 5.76]","[1.53, 1.99, 1.2]","[823, 1398, 1294]","[449, 661, 1336]","[5.01, 5.01, 5.02, 5.02, 5.02]","[30050, 30100, 30400, 30400, 29800]","[14466, 18167, 12250, 13246, 11835]","[3474, 2769, 1251, 4099, 4108]","[2939, 1676, 1611, 2832, 1980]","[29.0, 3.0, -28.0, -17.0, 54.0]","[30400, 30280, 30260, 30270, 30150]","[9817, 11619, 12487, 13122, 14057]","[30700, 30605, 30535, 30450, 30345]","[11573, 11683, 11792, 11979, 11754]","[30725, 30600, 30450, 30400, 30400]","[11319, 11319, 11840, 12469, 12071]","[29.0, 3.0, -28.0, -17.0, 54.0]",30725,11319,5.01,29600,29950,30115,99.83,100.34,98.99,87.16,134.12,4162,110.0,Y,16.82,N,Y,N,Y,N,Y
A002710,TCC스틸,"[4.42, -1.3, 21.49]","[12.4, -81.98, 7.9]","[0.51, 1.05, 1.49]","[129, 10, 256]","[50, -17, 287]","[0.93, 1.08, 1.01, 0.95, 0.97]","[10850, 10950, 10800, 10600, 10550]","[435735, 547622, 360945, 297588, 342033]","[78991, 88987, 88080, 88640, 107634]","[216074, 199743, 96650, 93864, 134740]","[-1012.0, -477.0, 241.0, 217.0, 435.0]","[10700, 10790, 10770, 10730, 10750]","[685251, 700515, 575175, 443928, 402706]","[10590, 10665, 10735, 10735, 10705]","[901229, 859622, 859544, 788434, 589031]","[10625, 10725, 10800, 10800, 10725]","[922896, 720203, 720203, 552497, 518410]","[-1012.0, -477.0, 241.0, 217.0, 435.0]",10625,922896,1.14,11000,10640,10715,94.09,102.27,94.09,40.41,124.09,1379724,-598.0,N,8.2,N,N,N,N,Y,N
