코드,종목,최근 외국인 지분율,최근 종가,최근10일 종가 중간값,최근5일 종가 평균,최근10일 종가 평균,마지막 거래량,최근10일 거래량 중간값,자기자본이익률(ROE),ROE 평균,주가수익비율,주가순자산비율,영업이익,외국인지분율,종가,거래량,매수잔액
A002960,한국쉘석유,62.95,252500,252250,251700,251350,2113,1190,"[21.3, 21.44, 27.97]",23.57,"[19.97, 15.99, 11.52]","[4.29, 3.43, 3.06]","[257, 310, 380]","[62.77, 62.78, 62.88, 62.91, 62.95]","[250500, 251500, 251500, 251500, 252500]","[1184, 2892, 1798, 1458, 2113]","[-37.0, 100.0, -70.0, -47.0, 131.0]"
A026890,스틱인베스트먼트,5.83,10400,9945,10310,10162,384848,431452,"[7.12, 11.76, 28.35]",15.74,"[20.2, 18.97, 10.57]","[1.25, 1.88, 2.41]","[169, 307, 763]","[5.72, 5.75, 5.75, 5.77, 5.83]","[10050, 10200, 10300, 10550, 10400]","[276033, 187534, 556690, 400490, 384848]","[-353.0, -322.0, -542.0, 107.0, 229.0]"
