CD,NM,ROE,PER,PBR,PROFIT,INCOME,FRGN_RT,END_PRC,VOL,REMAIN_BUY,REMAIN_SELL,REMAIN_BUY_AMOUNT,PRC_AVG_5,VOL_AVG_5,PRC_AVG_10,VOL_AVG_10,PRC_MEDIAN_x,VOL_MEDIAN_x,REMAIN_DEAL,PRC_MEDIAN,VOL_MEDIAN,LAST_FRGN_RT,LAST_END_PRC,LAST_PRC_AVG_5,LAST_PRC_AVG_10,VS_START_PRC,VS_HIGH_PRC,VS_HIGHEST_PRC,VS_LOW_PRC,VS_LOWEST_PRC,LAST_VOL,LAST_REMAIN_DEAL,RISING_ROE,ROE_AVG,RISING_PROFIT,RISING_FRGN_RT,RISING_REMAIN_DEAL,PRC_BASE,VOL_BASE,REMAIN_GAP_BUY_BASE
A001120,LX인터내셔널,"[2.48, 23.71, 22.49]","[20.41, 3.22, 2.93]","[0.5, 0.66, 0.54]","[1348, 1598, 6562]","[-149, 3616, 5403]","[24.8, 24.83, 24.9, 25.05, 25.19]","[34250, 33900, 33650, 34450, 34800]","[307864, 706312, 337688, 640987, 446866]","[21360, 25743, 25451, 24598, 39102]","[48118, 9807, 21251, 15056, 19899]","[-351.0, 615.0, 153.0, 570.0, 504.0]","[34030, 34080, 33980, 34010, 34210]","[627778, 471640, 411059, 467314, 502171]","[32270, 32655, 33000, 33430, 33830]","[509694, 544828, 545896, 563840, 566012]","[32500, 33725, 33725, 33850, 34025]","[388678, 397868, 397868, 397868, 407218]","[-351.0, 615.0, 153.0, 570.0, 504.0]",32500,388678,25.51,35300,34630,34305,97.73,102.55,97.59,63.17,108.07,754533,122.0,N,16.23,Y,Y,N,N,Y,Y
A035420,NAVER,"[10.56, 15.21, 106.72]","[52.72, 47.97, 3.77]","[4.67, 5.85, 2.4]","[11550, 12153, 13255]","[3968, 8450, 164776]","[54.54, 54.51, 54.54, 54.61, 54.64]","[331500, 334000, 339000, 340500, 335500]","[353984, 321592, 453202, 403364, 421029]","[25924, 31954, 34836, 36998, 55674]","[27379, 47433, 54791, 68173, 18315]","[-3924.0, -265.0, 677.0, -3274.0, 12344.0]","[337900, 336800, 335500, 335600, 336100]","[449438, 454026, 444119, 419423, 396564]","[337550, 338200, 339050, 338650, 337750]","[564987, 534706, 521773, 455206, 427447]","[339250, 339250, 339250, 339250, 339000]","[543519, 516461, 479056, 428868, 424046]","[-3924.0, -265.0, 677.0, -3274.0, 12344.0]",339250,543519,54.7,330000,337300,336400,101.97,102.42,99.7,90.0,140.91,640819,6909.0,Y,44.16,Y,N,N,Y,Y,Y
A008260,NI스틸,"[5.91, 10.45, 16.75]","[9.85, 6.05, 4.38]","[0.57, 0.6, 0.68]","[121, 186, 312]","[64, 121, 221]","[5.16, 5.3, 5.31, 5.25, 5.41]","[5090, 5060, 5070, 5160, 5150]","[586230, 186798, 163400, 205271, 103666]","[32675, 47200, 5440, 19781, 8286]","[5648, 5530, 17010, 30184, 20985]","[83.0, 130.0, -64.0, 19.0, -23.0]","[5061, 5073, 5053, 5092, 5106]","[1532067, 1509487, 673613, 626713, 250832]","[4927, 4965, 5008, 5047, 5070]","[983987, 977993, 978361, 970383, 867695]","[4962, 4982, 5030, 5065, 5075]","[394851, 394851, 394851, 394851, 324945]","[83.0, 130.0, -64.0, 19.0, -23.0]",4962,394851,5.46,5210,5182,5117,100.96,101.73,98.85,56.81,127.64,206471,-28.0,Y,11.04,Y,N,N,N,N,N
A010060,OCI,"[-26.2, -9.89, 23.93]","[-1.88, -9.01, 3.83]","[0.57, 0.94, 0.81]","[-1806, -861, 6260]","[-8074, -2512, 6521]","[13.89, 14.05, 13.98, 14.05, 14.14]","[105500, 104500, 104000, 105000, 105000]","[354187, 321091, 180806, 196833, 173027]","[79565, 92795, 85022, 69380, 54910]","[27992, 32861, 60555, 58011, 52314]","[3746.0, 3003.0, 373.0, 365.0, -79.0]","[110200, 108800, 107600, 105600, 104800]","[357702, 394951, 392830, 297841, 247054]","[109700, 109350, 109000, 108650, 107900]","[305565, 304003, 303016, 297605, 286940]","[109250, 109250, 109250, 109250, 107250]","[267327, 267327, 267327, 240656, 199235]","[3746.0, 3003.0, 373.0, 365.0, -79.0]",109250,267327,14.08,106000,105800,106700,100.0,101.42,99.53,79.34,159.43,135666,960.0,Y,-4.05,Y,N,N,Y,N,Y
A010955,S-Oil우,"[1.01, -13.07, 21.76]","[169.84, -10.14, 7.25]","[1.71, 1.42, 1.43]","[4201, -10991, 21409]","[654, -7961, 13785]","[14.11, 14.28, 14.32, 14.36, 14.4]","[56000, 56300, 56000, 55800, 56700]","[31194, 14237, 29803, 13773, 16859]","[1679, 1430, 2436, 1813, 3748]","[10581, 7239, 2099, 4030, 5411]","[-255.0, -125.0, 5.0, -129.0, -61.0]","[54320, 54780, 55300, 55680, 56160]","[12879, 14700, 17640, 19168, 21185]","[52965, 53610, 54090, 54520, 54980]","[12468, 12699, 14643, 15355, 15071]","[53400, 53650, 53950, 54150, 55050]","[10972, 10972, 12911, 14005, 14007]","[-255.0, -125.0, 5.0, -129.0, -61.0]",53400,10972,14.43,58400,57360,56330,98.29,100.17,97.95,74.91,113.36,10261,-141.0,N,3.23,N,Y,N,N,N,N
A010950,S-Oil,"[1.01, -13.07, 21.76]","[169.84, -10.14, 7.25]","[1.71, 1.42, 1.43]","[4201, -10991, 21409]","[654, -7961, 13785]","[78.41, 78.63, 78.65, 78.69, 78.68]","[97900, 97800, 96800, 96700, 98300]","[1114139, 738228, 348560, 723355, 670526]","[13928, 22069, 18251, 12018, 6448]","[55952, 28122, 16909, 16496, 58076]","[-2637.0, -406.0, -102.0, 622.0, -1441.0]","[91900, 93580, 95060, 96280, 97500]","[567231, 652384, 640194, 681167, 722446]","[88510, 90030, 91210, 92390, 93680]","[480761, 518428, 498103, 533468, 574447]","[88550, 89400, 90000, 91400, 94450]","[413415, 442153, 413415, 442153, 494194]","[-2637.0, -406.0, -102.0, 622.0, -1441.0]",88550,413415,79.06,100000,99180,97120,99.2,100.5,97.7,77.2,117.5,318137,-4052.0,N,3.23,N,N,N,N,N,N
A950110,SBI핀테크솔루션즈,"[30.05, 22.11, 17.22]","[33.78, 18.41, 28.14]","[7.95, 3.45, 4.64]","[141, 121, 151]","[94, 93, 79]","[80.16, 80.16, 80.16, 80.15, 80.15]","[7030, 7220, 7110, 7090, 6660]","[10718, 15398, 16639, 21305, 93433]","[2031, 3599, 4035, 4095, 6214]","[3844, 2200, 2641, 8516, 1633]","[-15.0, 0.0, 8.0, 4.0, 30.0]","[7032, 7058, 7068, 7092, 7022]","[9719, 11549, 13265, 15067, 31546]","[7039, 7062, 7066, 7072, 7029]","[9166, 10121, 10681, 11656, 20508]","[7040, 7055, 7055, 7075, 7055]","[10094, 10878, 10878, 10878, 11666]","[-15.0, 0.0, 8.0, 4.0, 30.0]",7040,10094,80.13,6520,6726,6897,102.61,102.61,99.69,95.09,176.38,23068,14.0,N,23.13,N,N,N,Y,Y,Y
A001770,SHD,"[2.83, 1.42, 15.4]","[27.05, 50.68, 6.28]","[0.76, 0.72, 0.9]","[10, 2, 57]","[10, 5, 58]","[1.44, 1.5, 1.75, 1.62, 1.89]","[31300, 31700, 31350, 31550, 33050]","[7616, 11681, 8510, 12466, 19034]","[1442, 414, 75, 1063, 453]","[1398, 1218, 301, 589, 1853]","[-18.0, -18.0, -4.0, 4.0, -21.0]","[32120, 31950, 31630, 31490, 31790]","[13266, 12379, 10026, 10550, 12065]","[31225, 31405, 31550, 31675, 31920]","[8624, 9393, 10002, 10868, 12416]","[31125, 31425, 31450, 31550, 31625]","[6368, 9240, 9240, 10662, 11571]","[-18.0, -18.0, -4.0, 4.0, -21.0]",31125,6368,2.02,34000,33340,32485,100.0,101.62,97.35,66.62,127.5,6859,-3.0,N,6.55,N,N,N,N,Y,N
A009160,SIMPAC,"[2.17, 7.54, 17.97]","[20.31, 4.73, 4.62]","[0.4, 0.31, 0.66]","[111, 78, 1064]","[95, 341, 908]","[7.38, 7.36, 7.33, 7.36, 7.38]","[8290, 8200, 8200, 8210, 8240]","[113588, 121523, 181607, 92044, 145886]","[15955, 20433, 24119, 9088, 9129]","[8974, 5511, 7894, 14224, 8647]","[16.0, 144.0, 26.0, 16.0, -31.0]","[8284, 8300, 8286, 8240, 8228]","[229244, 225388, 223659, 148231, 131075]","[8162, 8181, 8201, 8227, 8229]","[388954, 339347, 285569, 242482, 201754]","[8170, 8210, 8210, 8215, 8225]","[399395, 280891, 211269, 185984, 163781]","[16.0, 144.0, 26.0, 16.0, -31.0]",8170,399395,7.63,8680,8418,8352,98.27,101.5,97.35,39.29,113.71,366975,-30.0,Y,9.23,N,N,N,N,N,N
A210980,SK디앤디,"[12.66, 14.88, 22.91]","[12.31, 14.52, 5.76]","[1.53, 1.99, 1.2]","[823, 1398, 1294]","[449, 661, 1336]","[5.01, 5.01, 5.01, 5.01, 5.01]","[30500, 30350, 30400, 30050, 30100]","[7836, 9822, 7288, 14466, 18167]","[5613, 3897, 5098, 3474, 2769]","[2498, 2058, 3553, 2939, 1676]","[44.0, 45.0, 20.0, 29.0, 3.0]","[30810, 30630, 30540, 30400, 30280]","[11074, 10775, 9451, 9817, 11619]","[30720, 30740, 30750, 30700, 30605]","[13543, 12044, 11738, 11573, 11683]","[30725, 30725, 30725, 30725, 30600]","[12031, 11319, 11319, 11319, 11319]","[44.0, 45.0, 20.0, 29.0, 3.0]",30725,12031,5.02,29800,30150,30345,101.01,101.68,99.83,86.58,133.22,11835,54.0,Y,16.82,N,Y,N,Y,N,Y
A002710,TCC스틸,"[4.42, -1.3, 21.49]","[12.4, -81.98, 7.9]","[0.51, 1.05, 1.49]","[129, 10, 256]","[50, -17, 287]","[0.8, 1.15, 0.96, 0.93, 1.08]","[10900, 10800, 10450, 10850, 10950]","[983846, 950741, 547632, 435735, 547622]","[164495, 93898, 124951, 78991, 88987]","[253795, 162759, 60043, 216074, 199743]","[45.0, 310.0, 486.0, -1012.0, -477.0]","[10700, 10740, 10660, 10700, 10790]","[1142509, 1131182, 774053, 685251, 700515]","[10345, 10461, 10535, 10590, 10665]","[954067, 979030, 948058, 901229, 859622]","[10400, 10550, 10550, 10625, 10725]","[898402, 930642, 935038, 922896, 720203]","[45.0, 310.0, 486.0, -1012.0, -477.0]",10400,898402,0.97,10550,10750,10705,99.05,101.9,99.05,42.13,129.38,342033,435.0,N,8.2,N,N,N,N,N,Y
A009450,경동나비엔,"[9.59, 12.83, 20.2]","[21.31, 16.12, 9.42]","[1.96, 2.02, 1.76]","[448, 671, 643]","[279, 416, 807]","[12.25, 12.17, 12.11, 12.17, 12.16]","[46550, 45900, 45900, 46100, 48000]","[27373, 32006, 49556, 20199, 112811]","[2903, 4497, 4678, 5832, 8333]","[802, 1262, 826, 4973, 1232]","[91.0, 127.0, 135.0, 76.0, 71.0]","[46410, 46530, 46490, 46340, 46490]","[44751, 41841, 39292, 34100, 48563]","[45280, 45555, 45855, 45935, 46255]","[43156, 43142, 42632, 38678, 47281]","[45300, 45600, 45900, 46000, 46100]","[43679, 43679, 43679, 37309, 43679]","[91.0, 127.0, 135.0, 76.0, 71.0]",45300,43679,12.08,50800,49010,47750,98.33,101.38,98.23,83.66,155.12,91590,14.0,Y,14.21,N,N,N,N,Y,Y
