CD,NM,ROE,PER,PBR,PROFIT,INCOME,FRGN_RT,END_PRC,VOL,REMAIN_BUY,REMAIN_SELL,REMAIN_BUY_AMOUNT,PRC_AVG_5,VOL_AVG_5,PRC_AVG_10,VOL_AVG_10,PRC_MEDIAN_x,VOL_MEDIAN_x,REMAIN_DEAL,PRC_MEDIAN,VOL_MEDIAN,LAST_FRGN_RT,LAST_END_PRC,LAST_PRC_AVG_5,LAST_PRC_AVG_10,VS_START_PRC,VS_HIGH_PRC,VS_HIGHEST_PRC,VS_LOW_PRC,VS_LOWEST_PRC,LAST_VOL,LAST_REMAIN_DEAL,RISING_ROE,ROE_AVG,RISING_PROFIT,RISING_FRGN_RT,RISING_REMAIN_DEAL,PRC_BASE,VOL_BASE,REMAIN_GAP_BUY_BASE
A098120,마이크로컨텍솔,"[2.77, 3.32, 19.78]","[44.81, 45.82, 15.59]","[1.22, 1.49, 2.81]","[6, 17, 79]","[8, 11, 76]","[14.89, 14.95, 14.88, 14.91, 15.04]","[11050, 11100, 11000, 11300, 11350]","[76436, 48876, 77380, 140725, 70910]","[15439, 13584, 15330, 21877, 35000]","[27759, 25567, 20349, 31261, 18403]","[-29.0, -149.0, -56.0, -62.0, -17.0]","[10890, 10970, 11030, 11100, 11160]","[57262, 57763, 68775, 81132, 83237]","[10541, 10658, 10780, 10905, 10985]","[63758, 57108, 60788, 70086, 68561]","[10675, 10700, 10825, 10975, 11025]","[60328, 54213, 60328, 69112, 66007]","[-29.0, -149.0, -56.0, -62.0, -17.0]",10675,60328,14.75,10700,11020,10995,98.6,100.0,96.26,49.53,146.26,112227,-56.0,Y,8.62,Y,N,N,N,Y,N
A095570,AJ네트웍스,"[15.18, -1.3, 23.75]","[5.06, -55.11, 3.3]","[0.73, 0.74, 0.67]","[156, 211, 451]","[421, -33, 767]","[4.87, 4.8, 4.78, 4.77, 4.76]","[6030, 6180, 6080, 6170, 6190]","[83139, 149388, 70271, 79039, 57249]","[11125, 3566, 10876, 6284, 3113]","[10822, 7754, 9976, 3122, 15982]","[20.0, -5.0, -8.0, 9.0, -3.0]","[5900, 5976, 6040, 6112, 6130]","[153172, 143967, 148895, 140244, 87853]","[5765, 5816, 5857, 5909, 5963]","[109332, 121900, 127130, 131258, 132675]","[5715, 5780, 5805, 5920, 6055]","[64439, 102746, 102746, 102746, 102746]","[20.0, -5.0, -8.0, 9.0, -3.0]",5715,64439,4.94,6630,6372,6174,101.66,103.77,99.85,70.44,110.41,290863,75.0,N,12.54,Y,N,N,N,Y,Y
A282330,BGF리테일,"[26.46, 18.6, 19.61]","[19.35, 19.09, 17.03]","[4.7, 3.36, 3.11]","[1966, 1622, 1994]","[1514, 1227, 1476]","[30.96, 30.98, 30.91, 30.91, 30.93]","[181000, 176000, 173000, 173500, 174500]","[32534, 36524, 34373, 33836, 30538]","[5453, 7006, 7440, 3009, 7592]","[10789, 3294, 6219, 5126, 4056]","[-740.0, 310.0, 593.0, 31.0, 643.0]","[179600, 179200, 178000, 176700, 175600]","[33326, 33560, 34652, 34899, 33588]","[177350, 177850, 177850, 177300, 177250]","[46458, 44637, 44049, 37457, 34309]","[178500, 178500, 178500, 177750, 177750]","[38709, 36830, 35956, 34893, 34154]","[-740.0, 310.0, 593.0, 31.0, 643.0]",178500,38709,30.89,179000,175900,177550,99.16,101.68,98.88,76.26,107.82,30057,136.0,N,21.56,N,N,N,N,N,Y
A000995,DB하이텍1우,"[17.39, 23.07, 33.35]","[11.74, 13.67, 10.21]","[1.86, 2.79, 2.86]","[1813, 2393, 3991]","[1046, 1660, 3169]","[1.07, 1.07, 1.07, 1.07, 1.07]","[94700, 95200, 96600, 101500, 99400]","[171, 316, 332, 1607, 792]","[423, 162, 175, 292, 413]","[242, 243, 431, 736, 595]","[13.0, -10.0, -18.0, -40.0, 17.0]","[94680, 94720, 95080, 96560, 97480]","[136, 171, 219, 523, 644]","[93790, 94000, 94460, 95390, 95980]","[275, 241, 242, 382, 406]","[93900, 94400, 94750, 94800, 94900]","[200, 200, 200, 252, 252]","[13.0, -10.0, -18.0, -40.0, 17.0]",93900,200,1.07,99700,99160,96940,98.9,100.3,98.8,90.27,143.43,420,-17.0,Y,24.6,Y,Y,N,N,Y,N
A000990,DB하이텍,"[17.39, 23.07, 33.35]","[11.74, 13.67, 10.21]","[1.86, 2.79, 2.86]","[1813, 2393, 3991]","[1046, 1660, 3169]","[24.09, 24.12, 24.19, 24.28, 24.37]","[76000, 76600, 76600, 76800, 74900]","[998870, 632057, 500377, 497223, 1071312]","[62391, 36247, 41492, 49568, 106980]","[29007, 46968, 53970, 36692, 41141]","[1812.0, -1052.0, -355.0, 1578.0, 926.0]","[74520, 75340, 76140, 76520, 76180]","[1046020, 872699, 841108, 702105, 746091]","[72130, 72960, 73810, 74590, 74940]","[881717, 874424, 878083, 874383, 861024]","[72200, 72550, 73750, 75450, 75450]","[787426, 761694, 761694, 761694, 761694]","[1812.0, -1052.0, -355.0, 1578.0, 926.0]",72200,787426,24.73,72900,74920,75130,100.69,100.69,99.04,67.49,117.15,436675,815.0,Y,24.6,Y,Y,N,N,N,Y
A000215,DL우,"[11.74, 11.84, 26.52]","[5.25, 6.34, 1.47]","[0.59, 1.24, 0.35]","[1360, 1190, 2219]","[7103, 5727, 8750]","[7.19, 7.18, 7.18, 7.18, 7.18]","[37850, 38600, 39150, 39100, 39550]","[2035, 3704, 3463, 2346, 1341]","[1097, 907, 668, 674, 341]","[1008, 602, 1099, 1212, 1695]","[15.0, 5.0, -19.0, -32.0, -31.0]","[37670, 37880, 38180, 38470, 38850]","[1382, 1844, 2349, 2464, 2579]","[37410, 37570, 37800, 37995, 38210]","[1044, 1365, 1590, 1737, 1830]","[37475, 37600, 37650, 37650, 37750]","[909, 1083, 1169, 1583, 1583]","[15.0, 5.0, -19.0, -32.0, -31.0]",37475,909,7.18,40250,39500,38690,100.5,100.62,98.26,81.86,157.02,5504,-19.0,Y,16.7,N,N,N,N,Y,N
A001880,DL건설,"[23.04, 23.71, 19.95]","[3.17, 3.94, 3.6]","[0.66, 0.89, 0.66]","[1430, 2034, 2296]","[951, 1493, 1756]","[2.17, 2.18, 2.18, 2.17, 2.17]","[29650, 30000, 29550, 29450, 29200]","[32490, 21781, 24949, 17941, 16819]","[2805, 7344, 4475, 4922, 4669]","[4212, 11031, 6967, 4214, 4848]","[4.0, -217.0, 39.0, 37.0, 9.0]","[29730, 29790, 29760, 29690, 29570]","[28123, 24172, 24200, 24693, 22997]","[29950, 29950, 29975, 29850, 29730]","[39693, 34983, 34767, 28502, 25529]","[29800, 29800, 29800, 29750, 29700]","[32335, 29687, 28753, 25137, 24918]","[4.0, -217.0, 39.0, 37.0, 9.0]",29800,32335,2.18,28750,29230,29510,101.57,102.43,99.48,84.7,133.91,28069,142.0,N,22.23,Y,N,N,Y,N,Y
A000210,DL,"[11.74, 11.84, 26.52]","[5.25, 6.34, 1.47]","[0.59, 1.24, 0.35]","[1360, 1190, 2219]","[7103, 5727, 8750]","[12.32, 12.14, 12.19, 12.18, 11.98]","[58600, 59800, 60000, 59400, 61200]","[125837, 78931, 79581, 61688, 75101]","[11334, 2049, 5143, 7351, 1791]","[4996, 7968, 12099, 8284, 7405]","[307.0, -334.0, -6.0, 67.0, -318.0]","[59480, 59500, 59540, 59420, 59800]","[58328, 68544, 76850, 81705, 84543]","[59420, 59470, 59610, 59560, 59720]","[50596, 54382, 59166, 61679, 64606]","[59500, 59650, 59750, 59650, 59750]","[40133, 42075, 51766, 59304, 61461]","[307.0, -334.0, -6.0, 67.0, -318.0]",59500,40133,12.02,61600,60760,60130,100.0,100.97,99.19,87.5,173.7,50532,-69.0,Y,16.7,N,N,N,N,Y,N
A007700,F&F홀딩스,"[25.13, 16.59, 153.88]","[15.65, 15.15, 0.38]","[3.56, 2.35, 0.67]","[1507, -44, 2231]","[1099, 854, 20180]","[0.66, 0.73, 0.7, 0.68, 0.68]","[27650, 27000, 26900, 27050, 27350]","[90344, 60247, 23339, 27718, 29904]","[2371, 7256, 6710, 3542, 5444]","[10123, 1956, 3992, 3918, 6501]","[-163.0, 162.0, 69.0, -18.0, -48.0]","[26610, 26720, 26840, 26990, 27190]","[45791, 50104, 46939, 45879, 46862]","[26225, 26330, 26465, 26605, 26735]","[51973, 53779, 53108, 53528, 54453]","[26175, 26300, 26325, 26400, 26675]","[36499, 36499, 36499, 36499, 36499]","[-163.0, 162.0, 69.0, -18.0, -48.0]",26175,36499,0.71,27600,27350,27035,101.27,101.27,99.28,86.41,653.99,31588,-45.0,N,65.2,N,N,N,N,N,N
A078935,GS우,"[6.26, -2.81, 15.54]","[8.98, -14.65, 2.56]","[0.55, 0.43, 0.36]","[20331, 9206, 26403]","[6689, -1878, 16147]","[9.55, 9.56, 9.56, 9.61, 9.61]","[34650, 35300, 35100, 35100, 35400]","[2584, 4946, 4112, 2044, 5002]","[1258, 981, 1661, 1577, 1444]","[1259, 1039, 2606, 1059, 2030]","[-4.0, -12.0, -12.0, -11.0, -32.0]","[34740, 34880, 34970, 35000, 35110]","[2232, 2999, 3324, 3246, 3868]","[34635, 34705, 34780, 34840, 34920]","[2304, 2602, 2759, 2567, 2888]","[34600, 34625, 34650, 34750, 34900]","[2463, 2517, 2517, 2463, 2563]","[-4.0, -12.0, -12.0, -11.0, -32.0]",34600,2463,9.68,36100,35510,35195,99.31,100.14,99.03,90.03,118.42,3967,-2.0,N,6.33,N,Y,N,N,Y,N
