CD,NM,ROE,PER,PBR,PROFIT,INCOME,FRGN_RT,END_PRC,VOL,REMAIN_DEAL,PRC_MEDIAN,VOL_MEDIAN,LAST_FRGN_RT,LAST_END_PRC,LAST_PRC_AVG_5,LAST_PRC_AVG_10,VS_START_PRC,VS_HIGH_PRC,VS_HIGHEST_PRC,VS_LOW_PRC,VS_LOWEST_PRC,LAST_VOL,LAST_REMAIN_GAP_BUY,RISING_ROE,ROE_AVG,RISING_PROFIT,RISING_FRGN_RT,RISING_REMAIN_DEAL,PRC_BASE,VOL_BASE,REMAIN_GAP_BUY_BASE
A002960,한국쉘석유,"[21.3, 21.44, 27.97]","[19.97, 15.99, 11.52]","[4.29, 3.43, 3.06]","[257, 310, 380]","[210, 210, 290]","[63.13, 63.14, 63.13, 63.11]","[252000, 255000, 254000, 255000]","[497, 1775, 816, 710]","[0.0, 0.0, 0.0, 2.0]",251250,1006,63.11,255000,253000,251650,99.8,100.0,99.41,94.12,115.29,710,2.0,Y,23.57,Y,N,Y,N,N,Y
A071055,한국금융지주우,"[18.14, 16.27, 27.12]","[5.28, 5.63, 2.82]","[0.84, 0.82, 0.64]","[9418, 8564, 15210]","[8472, 8600, 17646]","[15.26, 15.27, 15.27, 15.32, 15.34]","[65300, 66200, 67000, 66900, 67000]","[11128, 7235, 14052, 7161, 13406]","[0.0, 0.0, 0.0, 0.0, -95.0]",65150,7924,15.34,67000,66480,65930,100.0,100.6,99.25,84.33,158.21,13406,-95.0,N,20.51,N,Y,Y,N,Y,N
A071050,한국금융지주,"[18.14, 16.27, 27.12]","[5.28, 5.63, 2.82]","[0.84, 0.82, 0.64]","[9418, 8564, 15210]","[8472, 8600, 17646]","[34.89, 34.88, 34.89, 34.97, 34.98]","[76000, 77000, 77700, 76800, 76300]","[165663, 157607, 155250, 126165, 139239]","[0.0, 0.0, 0.0, 0.0, 605.0]",76250,205631,34.98,76300,76760,76240,100.79,101.31,99.61,90.69,158.58,139239,605.0,N,20.51,N,N,Y,N,N,Y
A007280,한국특강,"[-25.92, 4.18, 30.23]","[-2.45, 20.47, 4.94]","[0.74, 1.02, 1.28]","[-74, 73, 400]","[-215, 36, 368]","[0.73, 0.6]","[3400, 3335]","[281022, 217740]","[0.0, 55.0]",3312,117182,0.6,3335,3364,3336,103.3,103.3,99.55,57.42,143.33,217740,55.0,Y,2.83,Y,N,Y,N,Y,Y
A014790,한라,"[0.97, 34.98, 25.1]","[58.86, 2.19, 2.67]","[0.55, 0.64, 0.6]","[677, 898, 786]","[27, 1099, 999]","[2.13, 2.09, 2.2, 2.17, 2.2]","[5850, 5850, 5800, 5880, 5930]","[195636, 221364, 176382, 157798, 551039]","[0.0, 0.0, 0.0, 0.0, 34.0]",5825,270683,2.2,5930,5862,5856,100.17,104.55,99.66,80.1,123.95,551039,34.0,N,20.35,N,N,Y,N,Y,Y
A042700,한미반도체,"[8.85, 21.03, 34.59]","[24.06, 18.76, 18.06]","[1.85, 3.46, 5.4]","[137, 666, 1224]","[193, 501, 1044]","[5.73, 5.76, 5.76, 5.76, 5.82]","[33000, 33050, 33050, 33300, 34350]","[272678, 136742, 143615, 143142, 430768]","[0.0, 0.0, 0.0, 0.0, -820.0]",32450,195082,5.82,34350,33350,32615,98.54,100.29,98.11,69.0,120.38,430768,-820.0,Y,21.49,Y,Y,Y,N,Y,N
A105630,한세실업,"[-11.43, -0.06, 8.56, 16.73]","[-15.64, -2776.24, 19.96, 13.43]","[1.89, 1.71, 1.63, 2.08]","[386, 849, 649, 1048]","[-498, -173, 258, 767]","[5.5, 5.52, 5.49, 5.57, 5.41]","[24800, 24650, 24550, 26000, 25550]","[236655, 175586, 319253, 655800, 457107]","[0.0, 0.0, 0.0, 0.0, -116.0]",22825,360243,5.41,25550,25110,24415,100.98,103.33,98.24,73.97,111.15,457107,-116.0,Y,3.45,N,N,Y,N,Y,N
A009180,한솔로지스틱스,"[11.43, 17.09, 35.28]","[7.14, 7.32, 4.6]","[0.9, 1.16, 1.37]","[95, 131, 303]","[59, 87, 235]","[4.14, 4.33, 4.37, 4.28, 4.39]","[3635, 3630, 3590, 3645, 3610]","[310356, 202749, 206573, 182919, 142752]","[0.0, 0.0, 0.0, 0.0, 73.0]",3492,156867,4.39,3610,3622,3565,101.11,101.25,99.86,86.15,159.28,142752,73.0,Y,21.27,Y,N,Y,N,N,Y
A014680,한솔케미칼,"[20.88, 24.5, 23.88]","[13.85, 18.09, 23.34]","[2.62, 3.94, 4.93]","[1112, 1519, 1977]","[910, 1301, 1587]","[40.06, 39.81, 39.67, 39.45, 39.41]","[222500, 223500, 228000, 227500, 235000]","[68467, 71971, 76966, 38682, 92601]","[0.0, 0.0, 0.0, 0.0, -842.0]",205750,81984,39.41,235000,227300,216850,98.09,100.64,97.23,82.13,166.81,92601,-842.0,N,23.09,Y,N,Y,N,Y,N
A078350,한양디지텍,"[-36.78, 11.71, 36.63]","[-4.54, 13.12, 10.9]","[1.93, 1.42, 3.21]","[-79, 69, 300]","[-128, 45, 242]","[7.92, 7.94, 7.99, 7.87, 7.84]","[14550, 14700, 16000, 16600, 16900]","[145359, 99709, 581411, 353979, 306103]","[0.0, 0.0, 0.0, 0.0, -87.0]",13850,126561,7.84,16900,15750,14910,97.63,103.55,94.97,31.72,116.27,306103,-87.0,Y,3.85,Y,N,Y,N,Y,N
A001755,한양증권우,"[1.73, 7.85, 14.22, 22.11]","[19.45, 4.69, 2.66, 2.24]","[0.33, 0.35, 0.35, 0.45]","[56, 296, 643, 1210]","[47, 222, 459, 870]","[0.14, 0.14, 0.14, 0.14, 0.14]","[18750, 18900, 19250, 19500, 19500]","[55, 316, 1314, 706, 513]","[0.0, 0.0, 0.0, 0.0, -23.0]",18250,640,0.14,19500,19180,18795,99.49,100.77,95.64,81.54,164.62,513,-23.0,Y,11.48,Y,Y,Y,N,N,N
A001750,한양증권,"[1.73, 7.85, 14.22, 22.11]","[19.45, 4.69, 2.66, 2.24]","[0.33, 0.35, 0.35, 0.45]","[56, 296, 643, 1210]","[47, 222, 459, 870]","[8.75, 8.71, 8.71, 8.71, 8.73]","[13850, 13950, 14000, 14100, 14000]","[30854, 21592, 14446, 13694, 11255]","[0.0, 0.0, 0.0, 0.0, 61.0]",13925,30319,8.73,14000,13980,13945,100.71,101.43,100.0,73.93,142.86,11255,61.0,Y,11.48,Y,N,Y,N,N,Y
A002220,한일철강,"[-6.98, -3.3, 15.87]","[-4.24, -8.81, 2.78]","[0.28, 0.29, 0.37]","[-73, -42, 296]","[-109, -48, 255]","[1.49, 1.88, 1.9, 1.72, 1.54]","[3790, 3850, 4355, 4090, 3995]","[716656, 207536, 3588171, 848902, 302517]","[0.0, 0.0, 0.0, 0.0, 59.0]",3537,82543,1.54,3995,4016,3783,103.0,103.0,98.75,56.2,117.65,302517,59.0,Y,1.86,Y,N,Y,N,Y,Y
A007770,한일화학,"[1.8, -1.42, 22.18]","[24.19, -27.43, 2.47]","[0.43, 0.39, 0.5]","[23, 15, 5]","[17, -13, 227]","[3.39, 3.66, 3.56]","[18950, 18900, 19200]","[36639, 21871, 38012]","[0.0, 0.0, 38.0]",18800,33673,3.56,19200,18960,18760,99.22,101.82,98.18,71.61,138.02,38012,38.0,N,7.52,N,N,Y,N,Y,Y
A000885,한화우,"[2.09, 4.61, 20.22]","[27.21, 14.09, 3.41]","[0.52, 0.63, 0.6]","[11257, 15490, 29279]","[2311, 7075, 21621]","[0.08, 0.08, 0.08, 0.08, 0.08]","[38500, 38450, 38500, 38500, 38350]","[1181, 453, 686, 697, 304]","[0.0, 0.0, 0.0, 0.0, 1.0]",38525,1115,0.08,38350,38460,38360,100.39,100.39,99.61,84.49,163.75,304,1.0,Y,8.97,Y,Y,Y,Y,N,Y
A00088K,한화3우B,"[2.09, 4.61, 20.22]","[27.21, 14.09, 3.41]","[0.52, 0.63, 0.6]","[11257, 15490, 29279]","[2311, 7075, 21621]","[11.77, 11.76, 11.75, 11.75, 11.72]","[15550, 15450, 15600, 15650, 15650]","[19301, 16608, 22770, 23045, 16778]","[0.0, 0.0, 0.0, 0.0, -36.0]",15400,22115,11.72,15650,15580,15505,100.0,100.32,99.04,88.18,108.95,16778,-36.0,Y,8.97,Y,N,Y,N,N,N
A000880,한화,"[2.09, 4.61, 20.22]","[27.21, 14.09, 3.41]","[0.52, 0.63, 0.6]","[11257, 15490, 29279]","[2311, 7075, 21621]","[15.85, 15.88, 15.91, 16.06, 16.07]","[30700, 31000, 31400, 31250, 31150]","[140159, 217278, 229377, 114723, 120519]","[0.0, 0.0, 0.0, 0.0, 24.0]",30375,172276,16.07,31150,31100,30765,100.48,100.48,99.2,88.92,119.74,120519,24.0,Y,8.97,Y,Y,Y,N,N,Y
A195870,해성디에스,"[9.06, 13.62, 27.09]","[14.65, 13.83, 11.65]","[1.29, 1.79, 2.82]","[270, 435, 863]","[182, 300, 711]","[6.51, 6.62, 6.64, 6.66, 6.93]","[49800, 50200, 50300, 53800, 53700]","[114387, 89712, 78790, 483048, 208475]","[0.0, 0.0, 0.0, 0.0, -200.0]",48450,174772,6.93,53700,51560,49615,101.86,102.05,99.26,58.38,110.8,208475,-200.0,Y,16.59,Y,Y,Y,N,Y,N
A042670,현대두산인프라코어,"[11.59, 6.47, 24.63]","[4.53, 10.53, 3.1]","[0.49, 0.68, 1.02]","[8404, 2644, 2645]","[3957, 2851, 5678]","[9.51, 9.62, 9.57]","[6830, 6760, 6720]","[786520, 951068, 782456]","[0.0, 0.0, 331.0]",6820,1276946,9.57,6720,6778,6753,100.89,101.93,99.7,85.42,287.95,782456,331.0,N,14.23,N,N,Y,Y,N,Y
A004565,현대비앤지스틸우,"[5.55, 5.68, 15.07]","[6.28, 6.35, 3.58]","[0.34, 0.35, 0.5]","[365, 334, 897]","[218, 236, 698]","[0.59, 0.59, 0.59, 0.59, 0.59]","[69000, 69100, 70200, 70300, 68400]","[350, 893, 2652, 1105, 1134]","[0.0, 0.0, 0.0, 0.0, 13.0]",69600,3788,0.59,68400,69400,68990,104.39,104.39,99.42,89.62,209.8,1134,13.0,Y,8.77,N,Y,Y,Y,N,Y
A004560,현대비앤지스틸,"[5.55, 5.68, 15.07]","[6.28, 6.35, 3.58]","[0.34, 0.35, 0.5]","[365, 334, 897]","[218, 236, 698]","[4.13, 4.19, 4.17, 4.16, 4.06]","[17350, 17300, 17850, 17900, 17800]","[160438, 113641, 506093, 250792, 192290]","[0.0, 0.0, 0.0, 0.0, 23.0]",17250,377281,4.06,17800,17640,17330,102.81,102.81,98.03,77.81,155.62,192290,23.0,Y,8.77,N,N,Y,N,N,Y
A090850,현대이지웰,"[15.55, 19.36, 21.6]","[23.93, 26.39, 16.51]","[3.25, 4.18, 3.14]","[98, 133, 159]","[47, 79, 154]","[25.87, 25.71, 25.62, 25.63, 25.64]","[9700, 9620, 9790, 9830, 9680]","[140403, 97788, 73993, 71948, 53654]","[0.0, 0.0, 0.0, 0.0, 120.0]",9990,46663,25.64,9680,9724,9832,101.55,101.55,99.79,93.39,137.91,53654,120.0,Y,18.84,Y,N,Y,Y,Y,Y
A004800,효성,"[4.25, -2.26, 18.04]","[16.08, -30.51, 4.55]","[0.66, 0.68, 0.72]","[2021, 1371, 6406]","[1500, 12, 5406]","[7.38, 7.36, 7.26, 7.35, 7.29]","[84300, 84100, 85100, 84800, 85000]","[32749, 47065, 42434, 32098, 27169]","[0.0, 0.0, 0.0, 0.0, -32.0]",84300,32660,7.29,85000,84660,84360,99.88,100.35,99.53,91.18,151.18,27169,-32.0,N,6.68,N,N,Y,N,N,N
A094280,효성ITX,"[21.77, 25.21, 18.84]","[19.16, 22.62, 17.28]","[3.89, 5.59, 2.31]","[130, 168, 203]","[108, 127, 144]","[0.46, 0.47, 0.47, 0.47, 0.47]","[17800, 17900, 18000, 17950, 17950]","[28267, 11346, 14415, 9114, 16502]","[0.0, 0.0, 0.0, 0.0, 37.0]",16975,14406,0.47,17950,17920,17635,100.0,100.56,99.72,91.64,139.28,16502,37.0,N,21.94,Y,Y,Y,N,Y,Y
A298050,효성첨단소재,"[-19.74, 0.03, 54.69]","[-7.11, 8489.96, 10.65]","[1.53, 2.13, 4.41]","[1583, 342, 4373]","[-529, 68, 3300]","[7.59, 7.54, 7.57, 7.5, 7.54]","[489500, 489500, 489000, 490000, 483000]","[22744, 20673, 27882, 26599, 25080]","[0.0, 0.0, 0.0, 0.0, 1072.0]",492500,31186,7.54,483000,488200,488850,101.86,102.07,99.59,72.46,181.57,25080,1072.0,Y,11.66,N,N,Y,Y,N,Y
A298020,효성티앤씨,"[20.86, 25.1, 76.22]","[7.18, 6.68, 2.93]","[1.36, 1.52, 1.58]","[3229, 2666, 14237]","[1220, 1683, 10079]","[11.9, 11.69, 11.81, 11.63, 11.63]","[459000, 467500, 462500, 454000, 449500]","[59036, 26262, 39025, 38588, 31225]","[0.0, 0.0, 0.0, 0.0, 1292.0]",478250,36263,11.63,449500,458500,467150,101.0,101.78,99.67,89.1,214.24,31225,1292.0,Y,40.73,N,N,Y,Y,N,Y
A298000,효성화학,"[21.37, -2.71, 15.58]","[5.25, -42.98, 13.75]","[1.01, 1.24, 1.92]","[1539, 609, 1486]","[878, -116, 704]","[7.27, 7.27, 7.27, 7.28, 7.29]","[256500, 257500, 256000, 254000, 254500]","[21361, 8573, 19777, 14187, 10817]","[0.0, 0.0, 0.0, 0.0, -1.0]",264250,13030,7.29,254500,255700,259400,100.39,100.98,99.61,88.8,186.64,10817,-1.0,N,11.41,N,Y,Y,Y,N,N
A081660,휠라홀딩스,"[23.8, 10.94, 16.2]","[12.14, 19.11, 9.26]","[2.58, 2.03, 1.34]","[4707, 3411, 4929]","[3381, 1977, 3378]","[41.53, 41.43, 40.87, 40.77, 40.94]","[33150, 31600, 31550, 31700, 31200]","[332995, 975347, 512177, 435540, 661626]","[0.0, 0.0, 0.0, 0.0, -583.0]",33675,340460,40.94,31200,31840,32575,101.76,101.76,98.88,89.74,191.67,661626,-583.0,N,16.98,N,N,Y,Y,Y,N
A290270,휴네시온,"[7.8, 13.3, 43.95]","[24.93, 15.97, 4.16]","[1.88, 1.99, 1.48]","[19, 28, 29]","[18, 33, 149]",[2.0],[5690],[28624],[-6.0],5605,30302,2.0,5690,5660,5552,98.95,100.7,98.59,91.21,175.22,28624,-6.0,Y,21.68,Y,N,N,N,N,N
A205470,휴마시스,"[-7.82, 0.0, 120.63]","[-31.81, 14.8, 3.78]","[2.57, 6.67, 2.83]","[-9, 254, 1936]","[-12, 209, 1512]","[5.66, 5.09, 5.12, 4.87, 4.87]","[18550, 19400, 18850, 18800, 18950]","[1735532, 3620787, 1540994, 1160771, 1818392]","[0.0, 0.0, 0.0, 0.0, 1083.0]",18725,1713841,4.87,18950,18910,18855,100.26,103.43,99.21,33.46,192.35,1818392,1083.0,Y,37.6,Y,N,Y,N,Y,Y
