코드,종목,최근 외국인 지분율,최근 종가,최근10일 종가 중간값,최근5일 종가 평균,최근10일 종가 평균,마지막 거래량,최근10일 거래량 중간값,자기자본이익률(ROE),ROE 평균,주가수익비율,주가순자산비율,영업이익,외국인지분율,종가,거래량,매수잔액
A000990,DB하이텍,24.26,70000,72550,71880,74030,867649,761694,"[17.39, 23.07, 33.35]",24.6,"[11.74, 13.67, 10.21]","[1.86, 2.79, 2.86]","[1813, 2393, 3991]","[24.12, 24.19, 24.28, 24.37, 24.65]","[76600, 76600, 76800, 74900, 73400]","[632057, 500377, 497223, 1071312, 792324]","[-1052.0, -355.0, 1578.0, 926.0, -627.0]"
A013580,계룡건설,24.43,38350,39800,39550,40310,96642,91116,"[16.94, 18.69, 24.9]",20.18,"[2.53, 2.66, 1.87]","[0.4, 0.45, 0.41]","[1359, 1748, 2327]","[23.49, 23.49, 23.68, 23.76, 23.93]","[41200, 40750, 40750, 40500, 40500]","[88711, 75549, 74472, 67378, 56307]","[307.0, 67.0, -7.0, 57.0, -86.0]"
A093520,매커스,18.25,11000,8885,11600,11835,277997,467793,"[9.11, 14.57, 36.66]",20.11,"[12.7, 10.17, 5.2]","[0.92, 1.07, 1.21]","[59, 95, 260]","[17.48, 17.74, 17.74, 17.75, 17.95]","[12150, 12000, 11800, 12000, 11800]","[714236, 609960, 431049, 330572, 197731]","[152.0, -241.0, 75.0, 52.0, 44.0]"
A026890,스틱인베스트먼트,6.63,10050,10025,10052,10096,5100419,300882,"[7.12, 11.76, 28.35]",15.74,"[20.2, 18.97, 10.57]","[1.25, 1.88, 2.41]","[169, 307, 763]","[6.96, 6.96, 7.14, 7.24, 7.45]","[10050, 10050, 10050, 10350, 10200]","[457931, 238710, 198495, 298139, 522733]","[-225.0, 22.0, 184.0, -251.0, 363.0]"
A011070,LG이노텍,25.74,376500,394750,379700,385800,365063,406539,"[4.73, 10.2, 30.94]",15.29,"[32.39, 18.29, 9.7]","[1.5, 1.78, 2.6]","[4764, 6810, 12642]","[25.91, 26.18, 26.2, 26.29, 26.29]","[391000, 391500, 387000, 387000, 384500]","[398353, 427024, 295693, 211723, 210687]","[2705.0, -128.0, 902.0, 154.0, 4351.0]"
